Produto Original,Total Unidades,Frequencia,Termo de Busca
Floral De Bach Medo e Insegurança 30mL,309.0,15,Floral De Bach Medo E Insegurança
Lorazepam 2Mg 30Cpr Ger,309.0,13,Lorazepam 30Cpr Ger
Perola 75Mcg 28 Comprimidos Revestidos,309.0,12,Perola Revestidos
"Olmesartana Medoxomila + Hidroclorotiazida Neo Quimica 40Mg + 25Mg, Caixa Com 30 Comprimidos Revestidos",309.0,13,Olmesartana Medoxomila Hidroclorotiazida Neo Quimica
"Untral Biotina 2,5mg 30 cápsulas",309.0,12,Untral Biotina 2
"Propionato De Clobetasol Neo Quimica 0,5Mg G, Caixa Com 1 Bisnaga Com 30G De Pomada De Uso Dermatologico",309.0,13,Propionato De Clobetasol Neo Quimica 0 G
Amoxicilina 500mg Medley 21 Cápsulas,309.0,13,Amoxicilina Medley
"Sorine Ssc Jet Baby 0,9 , Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Nasal",309.0,13,Sorine Ssc Jet Baby 0 9
"Natifa 1Mg, Caixa Com 28 Comprimidos Revestidos",309.0,12,Natifa
Risperidona 1mg Supera RX Solução Oral Frasco 60ml,309.0,12,Risperidona Supera Rx Solução Oral Frasco
"Diclin 2mg + 0,035mg, caixa com 21 comprimidos revestidos",309.0,12,Diclin 0
Decadron 2Mg 2Amp 1Cc,309.0,13,Decadron 2Amp 1Cc
@ Amoxicilina 500Mg 21Caps Cim,309.0,13,Amoxicilina 21Caps Cim
Paxtrat 20mg caixa com 30 comprimidos revestidos,309.0,13,Paxtrat
"Adoless 0,060mg + 0,015mg, caixa com 28 comprimidos revestidos",309.0,13,Adoless 0 0
"Levoid 50mcg, caixa contendo 30 comprimidos",309.0,13,Levoid Caixa Contendo
Memoactive Tangerina Susp 120Ml,309.0,13,Memoactive Tangerina Susp
"Maleato de Dexclorfeniramina + Betametasona Pharlab 0,4mg/mL + 0,05mg/mL, caixa com 1 frasco com 120mL de xarope + copo medidor",309.0,12,Maleato De Dexclorfeniramina Betametasona Pharlab 0 Ml 0 Ml
Tylex 30mg c  12 Comprimidos,309.0,14,Tylex C
Pastilhas para Garganta Strepsils Laranja 16 unidades,309.0,13,Pastilhas Para Garganta Strepsils Laranja
Itraconazol 100mg 4 cápsulas Legrand,309.0,13,Itraconazol Legrand
"Flavenos 450mg + 50mg, caixa com 30 comprimidos revestidos",309.0,12,Flavenos
Revoc 50mg 30 Comprimidos Revestidos,309.0,14,Revoc Revestidos
"Levotiroxina Sodica Merck 200Mcg, Caixa Com 30 Comprimidos",309.0,13,Levotiroxina Sodica Merck
Celestone 2mg 10 Comprimidos,309.0,13,Celestone
Amoxicilina Tri-hidratada 875mg + Clavulanato de Potássio 125mg EMS 20 Comprimidos,308.0,12,Amoxicilina Tri Hidratada Clavulanato De Potássio Ems
Suplemento Alimentar Gummmy Kids Com 180Gr,308.0,12,Suplemento Alimentar Gummmy Kids Com R
Vazidin Mr Trimetazidina 35mg 30 comprimidos,308.0,13,Vazidin Mr Trimetazidina
Dobeven Dobesilato 500mg 60 cápsulas,308.0,12,Dobeven Dobesilato
"Proctyl 100Mg + 27Mg, Caixa Com 15 Supositorios De Uso Retal",308.0,12,Proctyl
"Benegrip Multi 13,30Mg + 0,33Mg + 0,13Mg, Caixa Com 1 Frasco Com 240Ml De Solucao De Uso Oral",308.0,12,Benegrip Multi 13 0 0
Pioglitazona 15 mg 15 comprimidos,308.0,14,Pioglitazona
"Musculare 5Mg, Caixa Com 15 Comprimidos",308.0,12,Musculare
Vannair 6mcg + 200mcg 120 Doses Astra Zeneca,308.0,12,Vannair 120 Doses Astra Zeneca
Lactoflor caixa com 15 sachês de 2g de pó para solução de uso oral,308.0,13,Lactoflor
"Thioctacid 600 Hr 600Mg, Caixa Com 30 Comprimidos Revestidos",308.0,12,Thioctacid 600 Hr
"Cetoconazol Shampoo Cimed 20mg/mL, caixa com 1 frasco com 100mL de shampoo",308.0,13,Cetoconazol Shampoo Cimed Ml
"Nites 0,5Mg G, Caixa Com 1 Frasco Spray Com 120 Doses De Suspensao De Uso Nasal",308.0,13,Nites 0 G
"Glimepirida 1Farma 20Mg, Com 30 Comprimidos",308.0,13,Glimepirida 1Farma Com
Cloridrato de Sertralina 50mg Cimed 30 Comprimidos Revestidos,308.0,13,Cloridrato De Sertralina Cimed Revestidos
Ducox 200mg 10 Cápsulas Duras,308.0,13,Ducox Duras
"Labirin 16Mg, Caixa Com 30 Comprimidos",308.0,12,Labirin
Zinnat 250mg 14 Comprimidos Revestidos,308.0,12,Zinnat Revestidos
Tadalafila 5mg Neo Química 28 Comprimidos Revestidos,308.0,12,Tadalafila Neo Química Revestidos
Cefalexina 500MG Com 40 comprimidos Teuto Genérico,308.0,13,Cefalexina Com Teuto Genérico
Paracetamol + Fosfato de Codeína 500mg + 30mg 24 Comprimidos - Eurofarma,308.0,12,Paracetamol Fosfato De Codeína Eurofarma
"Predsim Comprimido 5Mg, Caixa Com 20 Comprimidos",308.0,13,Predsim Comprimido
"Benegrip 500mg + 30mg + 2mg, caixa com 20 comprimidos revestidos",307.0,13,Benegrip
Amplictil 25Mg 20Cpr C1,307.0,13,Amplictil 20Cpr C1
Equilid 50mg caixa com 20 cápsulas,307.0,14,Equilid
Beneum Tiamina 300mg 30 comprimidos,307.0,13,Beneum Tiamina
CafiLisador 500mg + 65mg com 4 comprimidos Caixa com 25 Cartelas,307.0,14,Cafilisador Com
Daonil Glibenclamida 5mg 30 comprimidos,307.0,12,Daonil Glibenclamida
"Acido Mefenamico Ache 500Mg, Caixa Com 24 Comprimidos",307.0,12,Acido Mefenamico Ache
Desogestrel + Etinilestradiol 150+20Mcg Ache 21 Comprimidos,307.0,14,Desogestrel Etinilestradiol 150 Ache
Olmecor 20 Mg 30 Comprimidos,307.0,13,Olmecor
Amitriptilina 25 30Cp Ems,307.0,13,Amitriptilina 25 30Cp Ems
"Artroflan 150mg, caixa com 40 comprimidos",307.0,13,Artroflan
"Dprev 7.000Ui, Caixa Com 30 Comprimidos Revestidos",307.0,13,Dprev 7 000Ui
"Tadalafila 5Mg Ache, Caixa Com 30 Comprimidos Revestidos",307.0,15,Tadalafila Ache
Venaflon 450Mg + 50Mg 60 Comprimidos Revestidos,307.0,12,Venaflon Revestidos
"Pant Sec 50Mg Ml, Caixa Com 3 Frascos Com 50Ml De Solucao De Uso Capilar + 1 Valvula Spray",307.0,14,Pant Sec Ml
Gastrogel Fresh Susp 150 Ml,307.0,13,Gastrogel Fresh Susp
Carbocisteína 50mg mL Xarope 100mL Prati Donaduzzi Genérico,307.0,13,Carbocisteína Ml Xarope Prati Donaduzzi Genérico
"Allegra D 24 horas 180 + 240mg, caixa com 5 comprimidos revestidos",307.0,13,Allegra D 24 Horas 180
Loredon 50mg 60 Comprimidos,307.0,15,Loredon
"Dexilant 60mg, caixa com 60 cápsulas de liberação retardada",307.0,12,Dexilant
Natazy DHA Cifarma 30 Cápsulas,307.0,13,Natazy Dha Cifarma
"Diamicron Mr 30Mg, Caixa Com 60 Comprimidos De Liberacao Prolongada",307.0,13,Diamicron Mr
"Allestra 20 0,075mg + 0,020mg, caixa com 63 drágeas",307.0,12,Allestra 20 0 0
"Carvedilol 6,25mg 30 comprimidos",307.0,13,Carvedilol 6
Gino- Canesten 20mg  2   Creme Com 20g + 3 Aplicadores,307.0,13,Gino Canesten 2 Creme Com 3 Aplicadores
"Noretisterona 0,35mg 35 comprimidos Biolab Genérico",307.0,13,Noretisterona 0 Biolab Genérico
"Cimegripe Dia 800mg + 20mg, caixa com 12 comprimidos revestidos",307.0,14,Cimegripe Dia
Insulina Humulin Nph Lilly,307.0,15,Insulina Humulin Nph Lilly
Ibuflex Ibuprofeno 400mg 8 cápsulas,307.0,12,Ibuflex Ibuprofeno
Diclofenaco Potássico 50mg com 20 Comprimidos,307.0,12,Diclofenaco Potássico Com
Vytorin Ezetimiba 10mg + Sinvastatina 20mg 30 comprimidos,306.0,13,Vytorin Ezetimiba Sinvastatina
Cetoprofeno 50 Mg 24 Comprimidos Med,306.0,13,Cetoprofeno Med
Muvinlax Pó 20 Envelopes de 14g cada,306.0,14,Muvinlax Pó De Cada
"Rosucor 10Mg, Caixa Com 60 Comprimidos Revestidos",306.0,14,Rosucor
"Betametasona Elixir 0,5mg 5ml EMS 120ml",306.0,14,Betametasona Elixir 0 Ems
"Zart H 50mg + 12,5mg 30 Comprimidos",306.0,14,Zart H 12
"Nesina Met 12,5Mg + 1000Mg, Caixa Com 60 Comprimidos Revestidos",306.0,13,Nesina Met 12
"Profenid 20mg/mL, caixa com 1 frasco com 20mL de solução de uso oral",306.0,12,Profenid Ml
Wellbutrin XL 150mg caixa com 30 comprimidos,306.0,13,Wellbutrin Xl
Carverol 250Mg 20Cpr,306.0,14,Carverol 20Cpr
Rivotril Gts 20Ml  B1,306.0,14,Rivotril Gts B1
Cibex 200mg 10 Cápsulas Duras,306.0,12,Cibex Duras
Neutrofer Poli caixa com 1 frasco com 30mL de suspensão de uso oral,306.0,12,Neutrofer Poli
Somalium 6mg Aché 30 Comprimidos,306.0,12,Somalium Aché
"Floratil 200mg/g, caixa com 6 envelopes com 1g de pó de uso oral",306.0,13,Floratil G
"Domperidona Nova Quimica 10Mg, Caixa Com 30 Comprimidos",306.0,14,Domperidona Nova Quimica
"Domperidona Eurofarma 10mg, caixa com 30 comprimidos",306.0,14,Domperidona Eurofarma
Aflexa colágeno 60 cápsulas,306.0,13,Aflexa Colágeno
Profenid Entérico 100mg caixa com 20 comprimidos revestidos,306.0,15,Profenid Entérico
Captopril 25mg 30cpr teuto gen,306.0,13,Captopril 30Cpr Teuto Gen
"Benalet 5Mg + 50Mg + 10Mg, Caixa Com 12 Pastilhas, Sabor Mel E Limao",305.0,12,Benalet
"Maleato de Dexclorfeniramina + Betametasona Teuto 0,4mg/mL + 0,05mg/mL, caixa com 1 frasco com 120mL de xarope + copo medidor",305.0,12,Maleato De Dexclorfeniramina Betametasona Teuto 0 Ml 0 Ml
Amoxicilina 500mg + Clavulanato de Potássio 125mg Sandoz 12 Comprimidos,305.0,13,Amoxicilina Clavulanato De Potássio Sandoz
Creme Dermatológico Trok-N Bisnaga 10g,305.0,13,Creme Dermatológico Trok N Bisnaga
"Dividol 70Mg, Caixa Com 36 Capsulas Gelatinosas Duras",305.0,12,Dividol
"Cromolerg 40mg/mL, caixa com 1 frasco gotejador com 5mL de solução de uso oftálmico",305.0,12,Cromolerg Ml
"Desogestrel Neo Química 75mcg, caixa com 28 comprimidos revestidos",305.0,12,Desogestrel Neo Química
"Synthroid 88mcg, caixa com 30 comprimidos",305.0,13,Synthroid
Acetato de Dexametasona Creme 1mg Genérico União Química 10g,305.0,14,Acetato De Dexametasona Creme Genérico União Química
IBUPROFENO 100MG GTS 20ML GEO,305.0,12,Ibuprofeno Gts Geo
Vartaz 320mg 30 comprimidos revestidos,305.0,12,Vartaz Revestidos
"Tylenol Sinus 500mg + 30mg, caixa com 36 comprimidos revestidos",305.0,13,Tylenol Sinus
Duphaston 10Mg 28Cpr,305.0,13,Duphaston 28Cpr
Gardenal 40mg solução oral frasco gotejador com 20ml pediátrico,305.0,13,Gardenal Solução Oral Frasco Gotejador Com Pediátrico
"Prosso 250mg + 2,5mg, caixa com 30 comprimidos",305.0,14,Prosso 2
Inelatte 800 DKM Achevita com 30 comprimidos,305.0,13,Inelatte 800 Dkm Achevita Com
Lonium 40mg 60 Comprimidos Apsen,305.0,15,Lonium Apsen
"Pyridium 100mg, caixa com 25 drágeas",305.0,13,Pyridium
Lexotan 3mg caixa com 30 comprimidos,305.0,13,Lexotan
Diltiazem 60mg 50 Comprimidos Nova Quimica Genérico,305.0,12,Diltiazem Nova Quimica Genérico
Acetilcisteína 100mg 16 Envelopes com 5g Cada,305.0,12,Acetilcisteína Com Cada
"Cloridrato de Metformina Prati-Donaduzzi 850mg, caixa com 30 comprimidos revestidos",305.0,12,Cloridrato De Metformina Prati Donaduzzi
"Nimesulida EMS 100mg, caixa com 12 comprimidos",305.0,15,Nimesulida Ems
Levofloxacino 500mg 10cpr med,304.0,12,Levofloxacino 10Cpr Med
"Montelucaste de Sódio Medquímica 5mg, caixa com 30 comprimidos mastigáveis",304.0,14,Montelucaste De Sódio Medquímica
"Dprev 7.000Ui, Caixa Com 8 Comprimidos Revestidos",304.0,12,Dprev 7 000Ui
"Metrexato 2,5mg, caixa com 24 comprimidos",304.0,13,Metrexato 2
"Cloridrato De Dorzolamida + Maleato De Timolol Teuto 20Mg Ml + 5Mg Ml, Caixa Com 1 Frasco Gotejador Com 5Ml De Solucao De Uso Oftalmico",304.0,14,Cloridrato De Dorzolamida Maleato De Timolol Teuto Ml Ml
Lumier Aox Com 30 Capsulas,304.0,12,Lumier Aox Com
Nootropil 800mg c  30 Comprimidos,304.0,16,Nootropil C
"Brasart BCC 160 + 5mg, caixa 60 comprimidos revestidos",304.0,14,Brasart Bcc 160 Caixa Revestidos
"Cloridrato de Amilorida + Hidroclorotiazida EMS 2,5 + 25mg, caixa com 30 comprimidos",304.0,12,Cloridrato De Amilorida Hidroclorotiazida Ems 2 5
Anti-Hipertensivo Brasart Mono 320Mg 30 Comprimidos,304.0,13,Anti Hipertensivo Brasart Mono
"Dipirona Prati Donaduzzi 1G, Caixa Com 10 Comprimidos",304.0,13,Dipirona Prati Donaduzzi
"Sulglic 1,5g, caixa com 30 envelopes com 3,95g de pó para solução de uso oral",304.0,14,Sulglic 1
Flogoral Sabor Cereja 12 Pastilhas,304.0,12,Flogoral Sabor Cereja 12 Pastilhas
"Gummy Hair Vitamin uva do céu, frasco com 60 pastilhas de goma",304.0,14,Gummy Hair Vitamin Uva Do Céu
Aplause 20mg Caixa Com 60 Comprimidos,304.0,13,Aplause
"Nasoclean 9mg/mL, caixa com 1 frasco com 125mL de solução de uso nasal",304.0,12,Nasoclean Ml
Euthyrox Levotiroxina Sódica 50mcg 50 comprimidos,303.0,13,Euthyrox Levotiroxina Sódica
"Dprev 5.000Ui, Caixa Com 30 Comprimidos Revestidos",303.0,13,Dprev 5 000Ui
Daforin Gotas 20ml,303.0,12,Daforin Gotas
"Acetato de Dexametasona Teuto 1mg/g, caixa com 1 bisnaga com 10g de creme de uso dermatológico",303.0,14,Acetato De Dexametasona Teuto G
Elifore 100Mg Com 28 Comprimidos,303.0,12,Elifore Com
Fibrinase com Cloranfenicol 666u g + 1u g + 10mg g pomada com 10g,303.0,14,Fibrinase Com Cloranfenicol 666U G 1U G G Pomada Com
Coristina D Pro 400Mg + 4Mg + 4Mg Com 8 Comprimidos,303.0,14,Coristina D Pro Com
Vitamina D Doss 2.000UI com 30 Cápsulas,303.0,13,Vitamina D Doss 2 000Ui Com
Ultraproct LDO 1mg g + 20mg g Creme com 30g,303.0,12,Ultraproct Ldo G G Creme Com
Centrum Multivitamínico De A a Zinco Homem com 30 comprimidos,303.0,14,Centrum Multivitamínico De A A Zinco Homem Com
"Meloxicam Ems 15Mg, Caixa Com 10 Comprimidos Lv2",303.0,15,Meloxicam Ems
"Synthroid 75mcg, caixa com 30 comprimidos",303.0,13,Synthroid
"Cerumin 0,4Mg Ml + 140Mg Ml, Caixa Com 1 Frasco Gotejador Com 8Ml De Solucao De Uso Otologico",303.0,13,Cerumin 0 Ml Ml
"Ofolato D 1.000UI, caixa com 90 comprimidos",303.0,13,Ofolato D 1 000Ui
Cloridrato de Tizanidina 2mg Ranbaxy,303.0,12,Cloridrato De Tizanidina Ranbaxy
Aceratum 100mg mL 10mL Delta,303.0,13,Aceratum Ml Delta
"Alginac 1Mg + 50Mg + 50Mg + 50Mg, Caixa Com 15 Comprimidos Revestidos",303.0,12,Alginac
Glifage 500mg com 30 comprimidos,303.0,12,Glifage Com
Liberaflux 100Ml,303.0,13,Liberaflux
"Lorasliv 10mg, caixa com 12 comprimidos",302.0,15,Lorasliv
"Flancox 400Mg, Caixa Com 10 Comprimidos Revestidos",302.0,13,Flancox
Flixotide Fluticasona 250mcg Spray 60 doses,302.0,14,Flixotide Fluticasona Spray 60 Doses
Colágeno Condres Ultra 30 Capsulas,302.0,13,Colágeno Condres Ultra
"Prelone Solucao Oral 3Mg Ml, Caixa Com 1 Frasco Com 60Ml De Solucao De Uso Oral + 1 Pipeta Dosadora",302.0,13,Prelone Solucao Oral Ml
"Cedur Retard 400Mg, Caixa Com 30 Comprimidos De Acao Prolongada",302.0,14,Cedur Retard
Succinato de Desvenlafaxina 50mg EMS 30 Comprimidos Revestidos,302.0,14,Succinato De Desvenlafaxina Ems Revestidos
"Desogestrel 0,075Mg Ems 84 Comprimidos",302.0,12,Desogestrel 0 Ems
Removedor de Verrugas Verrux com 10ml,302.0,13,Removedor De Verrugas Verrux Com
"Difebril Gotas 500Mg Ml, Caixa Com 1 Frasco Gotejador Com 20Ml De Solucao De Uso Oral",302.0,14,Difebril Gotas Ml
Cloreto de Magnésio P.A. Kester em pó  33g,302.0,13,Cloreto De Magnésio P A Kester Em Pó
"Forteviron 250mg, caixa com 60 comprimidos",302.0,12,Forteviron
"Xarope 44E 1,3 + 13,3Mg, Xarope, Frasco Com 120Ml",302.0,12,Xarope 44E 1 3 13 Xarope
"Xarelto 10mg, caixa com 30 comprimidos revestidos",302.0,12,Xarelto
"Ciflogex Pastilha 3mg, caixa com 12 pastilhas, sabor mel-limão",302.0,13,Ciflogex Pastilha
Paratram 375 + 325mg caixa com 20 comprimidos,302.0,12,Paratram 375
Plurair Fluticasona 50mcg Spray Nasal 120 doses,302.0,14,Plurair Fluticasona Spray Nasal 120 Doses
"Paracetamol Gotas Biosintetica 200Mg Ml, Caixa Com 1 Frasco Gotejador Com 15Ml De Solucao De Uso Oral",302.0,13,Paracetamol Gotas Biosintetica Ml
"Seki 35,4mg/mL, caixa com 1 frasco com 15mL de suspensão de uso oral + conta gotas",302.0,13,Seki 35 Ml
"Kollagenase com Cloranfenicol 10mg g + 0,6UI g 50g Pomada de Uso Dermatológico",302.0,15,Kollagenase Com Cloranfenicol G 0 6Ui G Pomada De Uso Dermatológico
"Dprev Todo Dia Gotas 1000Ui 10Ml, Frasco Gotejador Com 10Ml Solucao De Uso Oral",302.0,14,Dprev Todo Dia Gotas 1000Ui Frasco Gotejador Com Solucao De
"Citrato de Sildenafila Eurofarma 50mg, caixa com 4 comprimidos revestidos",302.0,12,Citrato De Sildenafila Eurofarma
"Slow-K 600mg, caixa com 20 comprimidos revestidos de liberação prolongada",302.0,12,Slow K
Listo 8mg 10 Comprimidos,302.0,12,Listo
Cloridrato de Bromexina Xarope Infantil Expectorante Morango sem Açúcar 4mg 5ml EMS 120ml,301.0,13,Cloridrato De Bromexina Xarope Infantil Expectorante Morango Sem Açúcar Ems
"Azorga 10Mg Ml + 5Mg Ml, Caixa Com 1 Frasco Gotejador Com 5Ml De Suspensao De Uso Oftalmico",301.0,12,Azorga Ml Ml
Belara 21 Comprimidos Revestidos,301.0,12,Belara Revestidos
"Cimegripe 400mg + 4mg + 4mg, caixa com 20 cápsulas gelatinosas duras",301.0,13,Cimegripe
Insulina Tresiba Flext 100Ui Inj 3Ml,301.0,14,Insulina Tresiba Flext 100Ui Inj
Dipirona Solução Oral 100ml EMS Genérico,301.0,13,Dipirona Solução Oral Ems Genérico
"Betatrinta 5Mg Ml + 2Mg Ml, Caixa Com 1 Ampola Com 1Ml De Suspensao De Uso Intramuscular + Seringa Dosadora",301.0,12,Betatrinta Ml Ml
"Naproxeno Sodico Neo Quimica 550Mg, Caixa Com 20 Comprimidos Revestidos",301.0,13,Naproxeno Sodico Neo Quimica
Esmalte Tratamento Sos Unhas Sara Bifinho,301.0,13,Esmalte Tratamento Sos Unhas Sara Bifinho
Arcoxia 90Mg 7Cpr C1,301.0,12,Arcoxia 7Cpr C1
"Cetoconazol Comprimido Pharlab 200Mg, Caixa Com 10 Comprimidos",301.0,12,Cetoconazol Comprimido Pharlab
Ezetimiba 10Mg 30 Comprimidos Biolab Genérico,301.0,12,Ezetimiba Biolab Genérico
Simeticona 75mg mL Gotas 15mL Teuto,301.0,15,Simeticona Ml Gotas Teuto
"Alprazolam Legrand 1mg, caixa com 30 comprimidos",301.0,12,Alprazolam Legrand
"Prednisona Ems 20mg, caixa com 10 comprimidos",301.0,13,Prednisona Ems
"Flavonid 450Mg + 50Mg, Caixa Com 30 Comprimidos Revestidos",301.0,15,Flavonid
Cloridrato de Duloxetina 60mg Eurofarma 30 Cápsulas,301.0,12,Cloridrato De Duloxetina Eurofarma
"Torsilax 125mg + 50mg + 300mg + 30mg, caixa com 12 comprimidos",301.0,14,Torsilax
"Benatux Sabor Mel E Limao, Caxa Com 12 Pastilhas",301.0,12,Benatux Sabor Mel E Limao Caxa Com 12 Pastilhas
Égide 25mg caixa com 60 comprimidos revestidos,301.0,13,Égide
Microdiol 015 + 003mg caixa com 21 comprimidos,301.0,13,Microdiol 015
LANTUS 100UI 10ML zz,300.0,12,Lantus 100Ui Zz
"Mesilato De Doxazosina Ranbaxy 2Mg, Caixa Com 30 Comprimidos",300.0,12,Mesilato De Doxazosina Ranbaxy
"Diclofenaco Sódico Ranbaxy 100mg, caixa com 10 comprimidos de desintegração lenta",300.0,13,Diclofenaco Sódico Ranbaxy
"Cetoconazol Creme Medley 20mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",300.0,13,Cetoconazol Creme Medley G
"Kollagenase com Cloranfenicol 10mg g + 0,6UI g 30g Pomada de Uso Dermatológico",300.0,12,Kollagenase Com Cloranfenicol G 0 6Ui G Pomada De Uso Dermatológico
"Meloxicam Legrand 15mg, caixa com 10 comprimidos",300.0,14,Meloxicam Legrand
"Rusovas 10mg, caixa com 30 comprimidos revestidos",300.0,15,Rusovas
Zetia Ezetimiba 10mg 30 comprimidos,300.0,13,Zetia Ezetimiba
Matrion 30 Comprimidos Revestidos,300.0,13,Matrion Revestidos
Donaren 100mg 30 Comprimidos Revestidos,300.0,14,Donaren Revestidos
Ciclopirox Olamina 10mg g Medley Creme Dermatológico Genérico,300.0,13,Ciclopirox Olamina G Medley Creme Dermatológico Genérico
"Molieri 20 3Mg + 0,02Mg, Caixa Com 24 Comprimidos Revestidos",300.0,13,Molieri 20 0
"Carvedilol Nova Química 25mg, caixa com 30 comprimidos",300.0,12,Carvedilol Nova Química
"Neosaldina 30mg + 300mg + 30mg, caixa com 20 Drágeas",300.0,13,Neosaldina
Esmalte Tratamento Sos Unhas Camuflagem 7Ml,300.0,13,Esmalte Tratamento Sos Unhas Camuflagem
Eparema Takeda 200mL Líquido,300.0,15,Eparema Takeda Líquido
"Esalerg D12 2,5Mg + 120Mg, Caixa Com 10 Comprimidos De Liberacao Moderada",300.0,12,Esalerg D12 2
Ginna Creme Vaginal 40g,300.0,12,Ginna Creme Vaginal
"Iumi 3mg + 0,02mg, caixa com 24 comprimidos revestidos",300.0,14,Iumi 0
Enax 200mg 30 Comprimidos,300.0,12,Enax
Cloridrato de Propafenona Althaia 300Mg com 30 Comprimidos Revestidos,300.0,12,Cloridrato De Propafenona Althaia Com Revestidos
"Ezetimiba + Sinvastatina EMS 10mg + 20mg, caixa com 30 comprimidos",300.0,15,Ezetimiba Sinvastatina Ems
Aceviton Arginina Laranja 16 Comprimidos Efervecente,300.0,12,Aceviton Arginina Laranja Efervecente
"Nimovas 30mg, caixa com 30 comprimidos revestidos",300.0,12,Nimovas
Halobex Creme 30g,300.0,13,Halobex Creme
Penvir Fanciclovir 125mg 10 comprimidos,300.0,14,Penvir Fanciclovir
"Ibuprofeno Comprimido Neo Química 400mg, caixa com 10 comprimidos",300.0,14,Ibuprofeno Comprimido Neo Química
Aciclovir 200mg 10 Comprimidos Ranbaxy Genérico,300.0,14,Aciclovir Ranbaxy Genérico
Suc Desvenlafaxina 100Mg 30Cpr Eur,300.0,14,Suc Desvenlafaxina 30Cpr Eur
"Bromoprida Medley 10mg, caixa contendo 20 cápsulas gelatinosas duras",299.0,13,Bromoprida Medley Caixa Contendo Gelatinosas Duras
"Pediderm 0,2mg ml Shampoo 100ml",299.0,12,Pediderm 0 Ml Shampoo
"Nitazoxanida Eurofarma 20Mg Ml, Caixa Com 1 Frasco De Po Para Suspensao De Uso Oral  Frasco Com Capacidade De 100Ml  + Seringa Dosadora",299.0,13,Nitazoxanida Eurofarma Ml
"Azitromicina 500Mg Medley, Caixa Com 3 Comprimidos",299.0,13,Azitromicina Medley
Primid 100mg 100 Comprimidos,299.0,12,Primid
"Bezafibrato Ems 200Mg, Caixa Com 20 Comprimidos",299.0,14,Bezafibrato Ems
"Drospirenona + Etinilestradiol Althaia 3Mg + 0,03Mg, Caixa Com 21 Comprimidos Revestidos",299.0,14,Drospirenona Etinilestradiol Althaia 0
"Tadalafila Medley 20mg, caixa com 2 comprimidos revestidos﻿",299.0,12,Tadalafila Medley
Trezor 20mg 30 Comprimidos Revestidos,299.0,13,Trezor Revestidos
"Aciclovir Ranbaxy 400Mg, Caixa Com 10 Comprimidos",299.0,12,Aciclovir Ranbaxy
"Cetoprofeno Ems 50Mg, Caixa Com 24 Capsulas Gelatinosas Duras",299.0,13,Cetoprofeno Ems
"Bromoprida Gotas Prati-Donaduzzi 4Mg Ml, Caixa Com 1 Frasco Gotejador Com 20Ml De Solucao De Uso Oral",299.0,12,Bromoprida Gotas Prati Donaduzzi Ml
Dorflex 50cpr,299.0,14,Dorflex 50Cpr
Bion3 - frasco com 60 tabletes,299.0,12,Bion3
"Artrosil 160Mg, Caixa Com 10 Capsulas Gelatinosas Duras De Liberacao Prolongada",299.0,14,Artrosil
"Neutrofer 500mg, caixa com 30 comprimidos revestidos",299.0,14,Neutrofer
Cloridrato De Memantina 10mg Medley 60 Comprimidos,299.0,12,Cloridrato De Memantina Medley
"Profenid Protect 200mg + 20mg, caixa com 10 cápsulas gelatinosas duras com microgrânulos",299.0,14,Profenid Protect
"Alopurinol Medley 300mg, caixa com 30 comprimidos",299.0,12,Alopurinol Medley
"Hemitartarato De Zolpidem 5Mg Neo Quimica, Caixa Com 30 Comprimidos Subilinguais",299.0,12,Hemitartarato De Zolpidem Neo Quimica
"Montelair 4Mg, Caixa Contendo 30 Comprimidos Mastigaveis",299.0,12,Montelair Caixa Contendo Mastigaveis
Kalyamon Kids frasco com 250mL de suspensão de uso oral + copo medidor,299.0,12,Kalyamon Kids
Gaballon Com 20 Comprimidos,299.0,12,Gaballon Com
"Acetilcisteína Legrand 40mg/mL, caixa com 1 frasco com 120mL de xarope adulto + copo medidor",299.0,14,Acetilcisteína Legrand Ml
"Advil 12h 600mg, caixa com 6 comprimidos revestidos de liberação prolongada",299.0,14,Advil 12H
"Cloridrato De Metoclopramida Gotas Teuto 4Mg Ml, Caixa Com 1 Frasco Gotejador Com 10Ml De Solucao De Uso Oral",299.0,13,Cloridrato De Metoclopramida Gotas Teuto Ml
"Flucomed 150mg, caixa com 2 cápsulas gelatinosas duras",298.0,12,Flucomed
"Euthyrox 112mcg, caixa com 50 comprimidos",298.0,16,Euthyrox
ZZ Ginseng 60 Comprimidoss,298.0,12,Zz Ginseng S
"Buscofem 400mg, caixa com 10 cápsulas moles",298.0,15,Buscofem
Prop propomune crav cane 30ml,298.0,13,Prop Propomune Crav Cane
"Berotec 2mg/mL, caixa com 1 tubo com 10mL de solução aerossol dosificado + 1 bocal + 1 aerocâmera",298.0,12,Berotec Ml
"Adeforte 10.000UI + 800UI + 15mg, caixa com 1 ampola com 3mL de solução de uso oral",298.0,12,Adeforte 10 000Ui 800Ui
"Gestinol 0,30mg+0,075mg 84 Comprimidos Revestidos",298.0,12,Gestinol 0 0 Revestidos
"Prednisona Neo Quimica 5Mg, Caixa Com 20 Comprimidos",298.0,14,Prednisona Neo Quimica
Amoxicilina 250mg 5ml Eurofarma Suspensão Oral 150ml,298.0,14,Amoxicilina Eurofarma Suspensão Oral
