EAN;Produto_Original;Preco;Farmacia;Preco_De_Tabela;Preco_Pix;Preco_Cartao;Status_Preco
4987188568729;Bye Bye Fever para Crianças 2 unidades;Consultar;Vera Cruz;16.50;14.58;15.35;Disponível
7898414852734;Imecap Hair Cabelos e Unhas 30 Cápsulas;Consultar;Vera Cruz;26.30;22.49;23.67;Disponível
7896255716963;Synthroid 75mcg 30 comprimidos;Consultar;Vera Cruz;51.57;38.70;40.74;Disponível
7896094206533;Venzer 32mg 30 comprimidos;Consultar;Vera Cruz;99.54;70.93;74.66;Disponível
7896261000797;Voltaren 75mg/3ml Solução Injetável 5 ampolas com 3ml cada;Consultar;Vera Cruz;28.20;23.58;24.82;Esgotado
7896070601703;Profenid 50mg 24 cápsulas duras;Consultar;Vera Cruz;69.91;57.78;60.82;Disponível
7898040329679;Floratil AT 250mg 6 cápsulas;Consultar;Vera Cruz;0.00;0.00;0.00;Esgotado
7892828001344;Etna 2,5mg + 1,5mg + 1,0mg 50 cápsulas;Consultar;Vera Cruz;158.54;134.05;70.55;Disponível
7896658004858;Artrolive 500mg + 400mg 30 cápsulas;Consultar;Vera Cruz;122.75;116.61;61.38;Esgotado
7891721023576;Mesidox 4mg 30 comprimidos;Consultar;Vera Cruz;87.27;68.81;72.43;Disponível
7898087340132;Gel Dersani Hidrogel com Alginato 85g;Consultar;Vera Cruz;72.90;62.33;65.61;Disponível
7896112401698;Xifaxan 550mg 28 comprimidos revestidos;Consultar;Vera Cruz;905.46;619.33;217.31;Esgotado
7896094202603;Naprix A 10mg + 10mg 30 cápsulas;Consultar;Vera Cruz;79.28;56.49;59.46;Disponível
7500435153072;Xarope Vick Pediátrico 120ml;Consultar;Vera Cruz;45.23;39.10;41.16;Disponível
7896672201257;Fostair DPI 100mcg/6mcg por inalação 1 Dispositivo Next DPI com 120 doses;Consultar;Vera Cruz;211.03;200.48;70.34;Disponível
7896112406983;Bivolet 5mg Biolab 90 comprimidos;Consultar;Vera Cruz;159.23;111.94;58.92;Esgotado
7896255716970;Synthroid 100mcg 30 comprimidos;Consultar;Vera Cruz;53.39;40.07;42.18;Disponível
7897129301186;Micolamina 10mg/g Creme 20g;Consultar;Vera Cruz;59.17;47.22;49.70;Disponível
7891721016219;Floralyte 45 Sabor Laranja 500ml;Consultar;Vera Cruz;23.12;21.96;23.12;Esgotado
7891268107500;Xalacom 50mcg/ml + 5mg/ml Solução Oftálmica 2,5ml;Consultar;Vera Cruz;284.26;237.64;83.38;Disponível
7893093067134;Arnica Weleda 80 comprimidos;Consultar;Vera Cruz;98.50;93.58;98.50;Disponível
7896658012419;Meritor 4mg + 1000mg 30 comprimidos revestidos;Consultar;Vera Cruz;89.46;68.84;72.46;Disponível
7896548111727;Solução Oftálmica Maxidex 1mg/ml 5ml;Consultar;Vera Cruz;11.74;9.81;10.33;Disponível
7897411601529;Hirudoid 300 Pomada 3mg/g 40g;Consultar;Vera Cruz;43.80;41.61;43.80;Disponível
7896206407902;Symbicort Spray 6/200 mcg 60 doses de pó de uso inalatório;Consultar;Vera Cruz;173.90;165.21;57.97;Disponível
7896658038280;Nienza 12,5mg 30 comprimidos;Consultar;Vera Cruz;23.47;16.95;17.84;Esgotado
7899021836025;Cueca para Hérnia Inguinal Dupla Dilepé Cor Preta Tamanho P;Consultar;Vera Cruz;94.50;83.50;87.89;Disponível
7891058003920;Anador 1g 4 comprimidos;Consultar;Vera Cruz;7.20;6.84;7.20;Esgotado
7891142177162;Predsim 3mg/ml 60ml + dosador;Consultar;Vera Cruz;36.30;30.69;32.31;Disponível
7898430192425;Venolise 26,7mg 30 comprimidos revestidos;Consultar;Vera Cruz;127.04;102.58;53.99;Disponível
7891010256708;Analgésico Tylenol 750mg Liberação Imediata 20 comprimidos revestidos;Consultar;Vera Cruz;47.07;34.87;36.71;Disponível
7896094905825;Xarope Benegrip Multi Sabor Frutas Vermelhas 240ml;Consultar;Vera Cruz;44.99;39.75;41.84;Disponível
7896026307826;Atrovent 0,250mg/ml Gotas 20ml;Consultar;Vera Cruz;31.70;26.80;28.21;Esgotado
7898040323141;Sustrate 10mg 50 comprimidos;Consultar;Vera Cruz;39.74;30.58;32.19;Esgotado
7898569766610;Vitamina D3 Althaia 7.000 UI 8 cápsulas moles;Consultar;Vera Cruz;21.09;14.83;15.61;Disponível
7896641802980;Mesacol 800mg 30 comprimidos revestidos;Consultar;Vera Cruz;274.86;206.28;72.38;Disponível
7898060131382;Novoprazol 20mg 56 Cápsulas;Consultar;Vera Cruz;26.13;10.17;10.71;Disponível
7894916512565;Risedross 150mg 1 comprimido revestido;Consultar;Vera Cruz;221.12;210.06;73.71;Esgotado
7891721014185;Euthyrox 175mcg 50 comprimidos;Consultar;Vera Cruz;68.02;50.41;53.06;Esgotado
7896317910292;DPrev 5.000UI 30 comprimidos revestidos;Consultar;Vera Cruz;91.15;63.21;66.54;Disponível
7896658035944;Solução Nasal Sorine Jet Baby Jato Suave Contínuo 100ml;Consultar;Vera Cruz;47.89;40.95;43.10;Esgotado
7896637025485;Dobeven 500mg 60 cápsulas gelatinosas duras;Consultar;Vera Cruz;186.92;158.04;55.45;Esgotado
7896658029806;Suplemento Vitamínico Combi AD 30ml + Seringa Dosadora;Consultar;Vera Cruz;64.50;55.15;58.05;Disponível
7891106913935;Cicloprimogyna (2mg) + (2mg + 0,25mg) 21 drágeas;Consultar;Vera Cruz;15.21;11.56;12.17;Disponível
7500435157599;Vaporizante Descongestionante Vick VapoRub Unguento 100g;Consultar;Vera Cruz;126.54;103.38;54.41;Disponível
7896026307048;Trayenta Duo 2,5mg + 500mg 60 comprimidos revestidos;Consultar;Vera Cruz;319.19;248.65;87.25;Disponível
7896112116554;Venaflon 450mg + 50mg 60 comprimidos revestidos;Consultar;Vera Cruz;184.77;54.42;57.28;Disponível
7897322702209;Lisador 16 comprimidos;Consultar;Vera Cruz;49.98;43.68;45.98;Disponível
7896112470830;Press Plus 5mg + 10mg 30 cápsulas;Consultar;Vera Cruz;119.30;113.34;59.65;Disponível
7891106900775;Analgésico Cafiaspirina 4 comprimidos;Consultar;Vera Cruz;7.80;6.75;7.10;Disponível
7891058003883;Anador 1g 20 comprimidos;Consultar;Vera Cruz;30.63;22.41;23.59;Esgotado
7896094922099;Pomada Dermatológico Nebacetin 50g;Consultar;Vera Cruz;57.99;49.03;51.61;Disponível
7897337716215;Cerazette 75mcg 28 comprimidos revestidos;Consultar;Vera Cruz;61.80;41.10;43.26;Disponível
7896255716956;Synthroid 50mcg 30 comprimidos;Consultar;Vera Cruz;46.03;35.85;37.74;Disponível
7896331700404;Gotas Preciosas 30ml;Consultar;Vera Cruz;23.50;16.30;17.16;Disponível
7898133131011;Maxalgina 500mg/ml Gotas Sabor Abacaxi 20ml;Consultar;Vera Cruz;7.01;5.20;5.47;Disponível
7896015528829;Relvar Ellipta 100mcg + 25mcg 30 doses de pó para inalação;Consultar;Vera Cruz;211.05;200.50;70.35;Esgotado
7896004711287;Maleato de Dexclorfeniramina 2mg EMS 20 comprimidos;Consultar;Vera Cruz;15.29;10.02;10.55;Disponível
7896637022897;Labirin 8mg 30 comprimidos;Consultar;Vera Cruz;39.33;31.01;32.64;Esgotado
7896255717885;Trombofob 200U Gel 40g;Consultar;Vera Cruz;42.87;37.06;39.01;Disponível
7896658030192;Oxotron 60mg 15 comprimidos;Consultar;Vera Cruz;40.77;34.09;35.88;Disponível
7896046300708;Arulatan 50mcg/ml Solução Oftálmica 2,5ml;Consultar;Vera Cruz;172.34;132.62;69.80;Disponível
7897322709468;Vitamina D3 Addera D3 7.000UI 4 comprimidos revestidos;Consultar;Vera Cruz;43.95;41.75;43.95;Disponível
7896212479689;Stugeron 75mg 30 comprimidos;Consultar;Vera Cruz;38.86;30.64;32.25;Disponível
7896658037061;ProVance Mini 360 mg Aché 5 sachês;Consultar;Vera Cruz;35.90;25.58;26.93;Disponível
7896658005305;Flogoral 1,5mg/ml Spray Sabor Menta 30ml;Consultar;Vera Cruz;42.79;37.40;39.37;Disponível
7896094931183;Antiácido Estomazil Pastilhas Sabor Abacaxi 20 comprimidos mastigáveis;Consultar;Vera Cruz;19.90;17.01;17.91;Disponível
7896658011580;Prelone 5mg 10 comprimidos;Consultar;Vera Cruz;11.06;9.24;9.73;Esgotado
7896685301234;Gamax 30 Cápsulas Gelatinosas;Consultar;Vera Cruz;168.15;132.58;69.78;Disponível
7896009498237;AdviPro 11,6mg Gel 60g;Consultar;Vera Cruz;53.35;46.12;48.55;Esgotado
7896094999411;Dramin CapsGel 50mg 10 Cápsulas Mole;Consultar;Vera Cruz;24.03;21.69;22.83;Disponível
7891721014963;Euthyrox 88mcg 50 comprimidos;Consultar;Vera Cruz;44.63;32.22;33.92;Disponível
7896112425410;PANTOGAR - 60 cápsulas gelatinosas duras?;Consultar;Vera Cruz;230.61;219.08;76.87;Disponível
7896548197967;Solução Oftálmica Azorga 10mg/ml + 6,8mg/ml 5ml;Consultar;Vera Cruz;112.08;93.70;98.63;Esgotado
7891058020323;Toujeo 300U/ml 1 caneta descartável com 1,5ml de solução injetável;Consultar;Vera Cruz;301.10;225.98;79.29;Disponível
7896015517090;Analgésico Sonridor Caf 2 comprimidos efervescentes;Consultar;Vera Cruz;10.27;9.76;10.27;Disponível
7891106907224;Primogyna 2mg 28 drágeas;Consultar;Vera Cruz;114.76;88.31;92.96;Disponível
7896094922037;Alektos 20mg 30 comprimidos;Consultar;Vera Cruz;142.05;122.81;64.64;Disponível
7896241296400;Vonau Flash 8mg Biolab, 10 comprimidos de desintegração oral;Consultar;Vera Cruz;97.38;65.68;69.14;Disponível
7896641803048;PlantaBen 3,5g Sabor Artificial Laranja Pó Efervescente 10 envelopes com 5g cada;Consultar;Vera Cruz;74.25;63.49;66.83;Disponível
7897337706506;Singulair 4mg 30 comprimidos mastigáveis;Consultar;Vera Cruz;94.53;73.63;77.51;Disponível
7896004774626;Repoflor 250mg 10 cápsulas duras;Consultar;Vera Cruz;68.87;45.14;47.52;Disponível
7896261010185;Sirdalud 2mg 30 comprimidos;Consultar;Vera Cruz;70.23;57.38;60.40;Esgotado
7896004703954;Repopil 35 - 2mg + 0,035mg 21 comprimidos revestidos;Consultar;Vera Cruz;27.55;14.92;15.70;Disponível
7896094925878;Lavagem Nasal Rinosoro Alto Volume 30 sachês + frasco aplicador;Consultar;Vera Cruz;95.63;64.51;67.90;Disponível
7898430194009;Suplemento Alimentar Pealiv 300mg 30 comprimidos;Consultar;Vera Cruz;122.90;92.24;97.09;Disponível
7896094903104;Engov 6 comprimidos;Consultar;Vera Cruz;11.99;9.45;9.95;Disponível
7896672202902;Clenil HFA 250mcg Spray 200 doses + 1 dispositivo em L para administração oral;Consultar;Vera Cruz;80.69;42.93;45.19;Disponível
7891158103445;Rubenti 200mg 60 cápsulas duras de liberação prolongada;Consultar;Vera Cruz;264.28;215.92;75.76;Esgotado
7896015592332;Antiácido Eno Pastilhas Mastigáveis 500mg Sabor Menta 8un;Consultar;Vera Cruz;14.90;11.32;11.92;Disponível
7891058022778;AlleNasal Spray Nasal Antialérgico 120 Doses 16,5ml;Consultar;Vera Cruz;75.81;58.34;61.41;Disponível
7896181907282;Formocaps 12mcg 30 cápsulas com pó para inalação + 1 inalador;Consultar;Vera Cruz;86.68;74.94;78.88;Disponível
7896523227573;Loratadina 10mg Cimed, 12 comprimidos;Consultar;Vera Cruz;21.54;5.12;5.39;Disponível
7896658021381;Xarope Notuss 1,5mg/ml Sabor Morango 120ml;Consultar;Vera Cruz;28.37;24.53;25.82;Disponível
7896094201767;Topison 1mg/g Creme 20g;Consultar;Vera Cruz;75.51;59.54;62.67;Disponível
7896714200699;Corticorten 20mg 20 comprimidos;Consultar;Vera Cruz;31.81;16.02;16.86;Disponível
7891721014086;Euthyrox 125mcg 50 comprimidos;Consultar;Vera Cruz;56.38;40.71;42.85;Disponível
7896658034237;Nautex 8mg 10 Comprimidos;Consultar;Vera Cruz;70.91;58.61;61.69;Disponível
7891058004460;Clexane 40mg/0,4ml 6 seringas preenchidas com 0,4ml com sistema de segurança;Consultar;Vera Cruz;536.41;280.28;98.34;Disponível
7897337712576;Meticorten 20mg 10 comprimidos;Consultar;Vera Cruz;35.32;29.19;30.73;Disponível
7891317010119;Molièri 30 3mg + 0,03mg 21 comprimidos revestidos;Consultar;Vera Cruz;73.93;55.48;58.40;Disponível
7896094201385;Naprix A 2,5mg + 5mg 30 cápsulas;Consultar;Vera Cruz;79.28;57.24;60.25;Disponível
7896212422777;Motilium 1mg/ml Suspensão Oral 200ml;Consultar;Vera Cruz;103.37;98.20;51.69;Esgotado
7896658036989;Allestra 20 75mcg + 20mcg 21 drágeas;Consultar;Vera Cruz;41.29;32.17;33.86;Esgotado
7891317412661;Proflam 15mg/g Creme 30g;Consultar;Vera Cruz;52.76;45.11;47.48;Disponível
7896006290070;Solução Oftálmica Cetrolac 5mg/ml 5ml;Consultar;Vera Cruz;71.57;55.76;58.69;Disponível
7896094206014;Tarfic 0,03% Pomada Dermatológica 10g;Consultar;Vera Cruz;101.75;78.30;82.42;Disponível
7896261020306;Entresto 49mg + 51mg 60 comprimidos revestidos;Consultar;Vera Cruz;433.52;411.84;144.51;Esgotado
7896112413790;Pressat 5mg 60 comprimidos;Consultar;Vera Cruz;115.21;109.45;57.61;Esgotado
7896094201477;Natifa Pro 1mg + 0,5mg 28 comprimidos revestidos;Consultar;Vera Cruz;98.17;69.02;72.65;Disponível
7896094922211;Eparema Sabor Laranja 10ml;Consultar;Vera Cruz;5.26;4.15;4.37;Disponível
7891158104138;Vitamina D Sof D 50.000 UI 4 cápsulas gelatinosas moles;Consultar;Vera Cruz;84.15;69.55;73.21;Disponível
7896658038457;Soanza XR 35mg 60 comprimidos;Consultar;Vera Cruz;98.22;80.25;84.47;Disponível
7896255767026;Lipidil 160mg 30 comprimidos revestidos;Consultar;Vera Cruz;160.07;152.07;53.36;Esgotado
7896004720784;Creme Dermatológico Maleato de Dexclorfeniramina 10mg/g EMS 30g;Consultar;Vera Cruz;16.69;12.53;13.19;Disponível
7891106916233;Mesigyna 50mg/ml + 5mg/ml Solução Injetável 1 ampola com 1ml;Consultar;Vera Cruz;48.03;37.87;39.86;Disponível
7896181905295;Alenia 6mcg + 200mcg 60 cápsulas inalatórias + 1 inalador;Consultar;Vera Cruz;139.27;101.88;53.62;Esgotado
7896094921412;Buscoduo 20 comprimidos revestidos;Consultar;Vera Cruz;39.98;32.66;34.38;Disponível
7896269900150;Aerolin 100mcg/dose 200 doses 14,6 ml;Consultar;Vera Cruz;26.90;22.23;23.40;Disponível
7898040322748;Ultrafer 100mg 30 comprimidos revestidos;Consultar;Vera Cruz;75.50;61.68;64.93;Disponível
7891058003241;Clexane 60mg, 2 seringas preenchidas com 0,6mL de solução de uso subcutâneo ou intramuscular + sistema de segurança;Consultar;Vera Cruz;274.14;140.64;74.02;Esgotado
7896261019348;Cataflam Pro XT 23,2mg/g Emugel 100g;Consultar;Vera Cruz;93.39;71.87;75.65;Disponível
7896658025143;ProVance Aché Sabor Limão 30 Comprimidos Mastigáveis;Consultar;Vera Cruz;135.90;113.61;59.80;Esgotado
7896658018862;Esalerg 0,5mg/ml Xarope Sabor Tutti Frutti 100ml;Consultar;Vera Cruz;103.41;98.24;51.71;Esgotado
7896112424123;Tantin 0,060mg + 0,015mg 28 comprimidos revestidos;Consultar;Vera Cruz;30.23;23.27;24.49;Disponível
7896637027748;Inpruv D 10.000UI Apsen, 10 Comprimidos;Consultar;Vera Cruz;61.72;45.14;47.52;Esgotado
7891317455569;Duomo 2mg 30 comprimidos;Consultar;Vera Cruz;43.93;35.47;37.34;Disponível
7896658008849;Levoid 112mcg 30 comprimidos;Consultar;Vera Cruz;34.41;26.81;28.22;Disponível
7896006290209;Solução Oftálmica Ocupress 2% 5ml;Consultar;Vera Cruz;112.21;84.22;88.65;Disponível
7896658012327;Sorine 0,9% Nebulizador 45ml;Consultar;Vera Cruz;31.51;27.24;28.67;Disponível
7896523210858;Colujet 1mg/g Pasta de Uso Bucal 10g;Consultar;Vera Cruz;20.83;11.68;12.29;Esgotado
7896714226033;Antialérgico em Creme Histamin 10mg/g 30g;Consultar;Vera Cruz;23.45;18.49;19.46;Disponível
7896094904118;Lacto - Purga 16 comprimidos revestidos;Consultar;Vera Cruz;15.49;13.69;14.41;Disponível
7896015592745;Advil 600mg 12 Horas 2 comprimidos revestidos de liberação prolongada;Consultar;Vera Cruz;8.64;6.16;6.48;Disponível
7896658005459;Flogoral 3mg Pastilhas Sabor Menta 12un;Consultar;Vera Cruz;20.85;18.02;18.97;Disponível
7896658008801;Levoid 88mcg 30 comprimidos;Consultar;Vera Cruz;27.48;21.93;23.08;Disponível
7897322710440;Lisador 8 comprimidos;Consultar;Vera Cruz;24.22;21.39;22.52;Disponível
7896658024931;Bravan Duo 80mg 5mg 30 comprimidos;Consultar;Vera Cruz;70.68;55.73;58.66;Esgotado
7896523201320;Pralívio 400mg 10 cápsulas moles;Consultar;Vera Cruz;23.76;13.55;14.26;Disponível
7896094208124;Nactali 75mcg 84 comprimidos revestidos;Consultar;Vera Cruz;124.97;89.04;93.73;Disponível
7896241241394;Aradois 25mg 30 comprimidos revestidos;Consultar;Vera Cruz;58.07;44.69;47.04;Esgotado
7898007677416;Solução de Manitol 20% 250ml;Consultar;Vera Cruz;29.99;20.23;21.29;Disponível
7898040320782;Actifedrin 2,5mg + 60mg 20 comprimidos;Consultar;Vera Cruz;15.57;13.31;14.01;Disponível
7898014567410;Colic Calm Suspensão Oral 59ml;Consultar;Vera Cruz;141.90;113.24;59.60;Disponível
7896181915188;Busonid Aquoso Nasal 64mcg 120 doses 6ml;Consultar;Vera Cruz;36.95;31.25;32.89;Disponível
7897411600423;Benicar Triplo 40mg/25mg/10mg 30 comprimidos revestidos;Consultar;Vera Cruz;192.67;183.04;64.22;Esgotado
7897316805268;Solução Oftálmica Alphagan Z 0,1% 5ml;Consultar;Vera Cruz;72.18;57.60;60.63;Disponível
7896181908890;Lotar 5mg + 100mg 30 cápsulas;Consultar;Vera Cruz;92.68;71.32;75.07;Disponível
7898560664267;PlantaBen 3,5g Sabor Artificial Laranja Pó Efervescente 30 envelopes com 5g cada;Consultar;Vera Cruz;196.97;160.92;56.46;Disponível
7896637023344;Flancox 400mg 10 comprimidos revestidos;Consultar;Vera Cruz;31.04;17.69;18.62;Esgotado
7891317140533;Pietra ED 2mg 30 comprimidos revestidos;Consultar;Vera Cruz;69.06;57.08;60.08;Disponível
7897316801413;Solução Oftálmica Cromolerg 4% 5ml;Consultar;Vera Cruz;21.73;18.16;19.12;Disponível
7896226101156;Aplause 20mg 30 comprimidos revestidos;Consultar;Vera Cruz;150.54;128.72;67.75;Disponível
7898040322441;Dolamin Flex 125mg + 5 mg 12 comprimidos revestidos;Consultar;Vera Cruz;54.25;51.54;54.25;Disponível
7896241256077;DRENIFÓRMIO - 0,125mg/g + 30mg/g, 1 bisnaga com 30g de creme de uso dermatológico;Consultar;Vera Cruz;46.30;43.99;46.30;Esgotado
7896658016677;Bravan 160mg 30 comprimidos revestidos;Consultar;Vera Cruz;51.91;49.31;51.91;Disponível
7896094926837;Ammy 4mg 28 comprimidos revestidos;Consultar;Vera Cruz;130.81;124.27;65.41;Disponível
7896094922204;Eparema Sabor Hortelã 12 flaconetes de 10ml cada;Consultar;Vera Cruz;59.49;46.91;49.38;Disponível
7896009498480;Advil Mulher 400mg 10 Cápsulas Líquidas;Consultar;Vera Cruz;32.06;22.53;23.72;Disponível
7896331702545;ABC Creme 10mg/g 20g;Consultar;Vera Cruz;19.24;13.35;14.05;Disponível
7891142982179;Coristina D Pro 4 comprimidos;Consultar;Vera Cruz;13.19;11.66;12.27;Disponível
7896212478972;Stugeron 25mg 30 comprimidos;Consultar;Vera Cruz;27.86;21.96;23.12;Disponível
7896222720856;Luftal Gel Caps 125mg - 20 Cápsulas Gelatinosas;Consultar;Vera Cruz;55.99;43.08;45.35;Disponível
7896004753638;Bálsamo Bengué Gel 60g;Consultar;Vera Cruz;45.81;34.38;36.19;Disponível
7896641806407;Siilif 100mg 30 comprimidos revestidos;Consultar;Vera Cruz;108.71;88.82;93.49;Disponível
7896658001871;Artrosil 320mg 10 cápsulas duras de liberação prolongada;Consultar;Vera Cruz;136.53;110.25;58.03;Disponível
7896241225547;Ablok Plus 100mg 25mg 30 comprimidos;Consultar;Vera Cruz;78.08;55.63;58.56;Disponível
7897322706658;Fluidificante e Descongestionante Nasal Rinosoro SIC Infantil Spray Suave 0,9%  50ml;Consultar;Vera Cruz;37.49;33.13;34.87;Disponível
7897322709482;Vitamina D3 Addera D3 7.000UI 30 comprimidos revestidos;Consultar;Vera Cruz;175.28;139.88;73.62;Disponível
7896094922143;Venalot 15mg + 90mg 60 comprimidos;Consultar;Vera Cruz;137.63;108.52;57.12;Disponível
7891317177683;Primera 30 150mcg + 30mcg 63 comprimidos;Consultar;Vera Cruz;94.63;71.92;75.70;Disponível
7896261005860;Diovan 80mg 28 comprimidos revestidos;Consultar;Vera Cruz;151.14;143.58;50.38;Esgotado
7891721015366;Diclin 2mg + 0,035mg 63 comprimidos revestidos;Consultar;Vera Cruz;61.31;48.35;50.89;Disponível
7891142982100;Coristina D Pro 16 comprimidos;Consultar;Vera Cruz;44.48;38.87;40.92;Disponível
7898096577550;Deocil SL 10mg 20 comprimidos;Consultar;Vera Cruz;77.47;58.14;61.20;Disponível
7896006201014;Carverol 250mg 20 comprimidos;Consultar;Vera Cruz;34.50;32.78;34.50;Disponível
7891142201638;Alivium 400mg 10 cápsulas líquidas;Consultar;Vera Cruz;33.48;28.62;30.13;Disponível
7891106906944;Diane 35 2mg + 0,035mg 63 drágeas;Consultar;Vera Cruz;91.14;70.13;73.82;Disponível
7896255700054;Synthroid 125mcg 30 comprimidos;Consultar;Vera Cruz;58.56;43.95;46.26;Disponível
7896261012608;Diovan Amlo Fix 320mg + 10mg 28 comprimidos revestidos;Consultar;Vera Cruz;208.15;197.74;69.38;Disponível
7896658033421;Esalerg D12 2,5mg + 120mg 10 comprimidos de liberação modificada;Consultar;Vera Cruz;65.72;54.94;57.83;Esgotado
7896230304772;Fluidificante e Descongestionante Nasal Wash In 100ml;Consultar;Vera Cruz;7.50;5.78;6.08;Esgotado
7896226108926;Dozemast 1.000mcg 30 comprimidos sublinguais;Consultar;Vera Cruz;104.46;79.39;83.57;Disponível
7896026306799;Spiolto 2,5mcg + 2,5mcg 1 Frasco com 4ml de Solução, 60 Acionamentos + Inalador Respimat;Consultar;Vera Cruz;396.83;376.99;132.28;Esgotado
7896658004834;Vertix 5mg/ml Sabor Baunilha 30ml;Consultar;Vera Cruz;14.05;11.34;11.94;Disponível
7896112148685;Profergan 25mg 20 comprimidos revestidos;Consultar;Vera Cruz;12.82;7.43;7.82;Disponível
7896685301654;Florax SM 100milhões/ml Sabor Framboesa 5 flaconetes com 5ml cada;Consultar;Vera Cruz;55.03;46.01;48.43;Disponível
7891035650130;LuftaGastroPro Sachê 10ml;Consultar;Vera Cruz;4.79;3.82;4.02;Disponível
7896015591960;Leite de Magnésia Eno Hortelã 350ml;Consultar;Vera Cruz;27.90;20.67;21.76;Disponível
7896658008740;Levoid 25mcg 30 comprimidos;Consultar;Vera Cruz;18.68;14.73;15.50;Disponível
7896094927551;Alektos 20mg 20 comprimidos;Consultar;Vera Cruz;74.60;65.20;68.63;Disponível
7891058015756;Analgésico Novalgina 1g 10 comprimidos efervescentes;Consultar;Vera Cruz;37.61;35.73;37.61;Disponível
7896094928169;Benegrip Multi Febre e Dor Pediatrico 15ml;Consultar;Vera Cruz;22.98;19.65;20.68;Disponível
7897316802861;Solução Oftálmica Pred Mild 0,12% 10ml;Consultar;Vera Cruz;59.25;56.29;59.25;Disponível
7896206402860;SeloZok 50mg 30 comprimidos revestidos de liberação controlada;Consultar;Vera Cruz;85.05;80.80;85.05;Disponível
7896026301374;Xarope Bisolvon Expectorante Pediátrico 4mg/5ml 1 frasco com 120mL;Consultar;Vera Cruz;32.54;27.21;28.64;Disponível
7896658004292;Biofenac DI 50mg 10 comprimidos dispersíveis;Consultar;Vera Cruz;21.48;18.16;19.12;Disponível
7896112402107;Bivolet 5mg Biolab 30 comprimidos;Consultar;Vera Cruz;64.59;53.38;56.19;Disponível
7894916515795;Vynaxa 15mg 28 Comprimidos Revestidos;Consultar;Vera Cruz;51.77;49.18;51.77;Esgotado
7898948648292;Utrogestan 200mg com 42 cápsulas;Consultar;Vera Cruz;241.69;192.87;67.67;Disponível
7897595901330;Puran T4 150mcg 30 comprimidos;Consultar;Vera Cruz;27.36;18.97;19.97;Disponível
7896658000560;NovaCort Creme 30g;Consultar;Vera Cruz;48.24;42.62;44.86;Disponível
7891721014642;Euthyrox 25mcg 50 comprimidos;Consultar;Vera Cruz;38.58;28.22;29.71;Disponível
7896015511166;Sal de Frutas Eno Laranja 2 envelopes com 5g;Consultar;Vera Cruz;4.98;3.83;4.03;Disponível
7896212429738;Motilium 10mg 30 comprimidos;Consultar;Vera Cruz;37.70;32.95;34.68;Disponível
7896658002113;Brondilat 50mg/5ml Xarope Sabor Framboesa 120ml;Consultar;Vera Cruz;62.33;50.92;53.60;Disponível
7896026300537;Xarope Mucosolvan 30mg/5ml Sabor Morango 120ml;Consultar;Vera Cruz;65.33;55.86;58.80;Disponível
7896015511159;Sal de Frutas Eno Tradicional 2 envelopes com 5g;Consultar;Vera Cruz;4.98;3.71;3.90;Disponível
7896212478750;Imosec 2mg 12 comprimidos;Consultar;Vera Cruz;12.23;10.69;11.25;Disponível
7898040328474;Suplemento Alimentar Lipomax Cromo 60 cápsulas;Consultar;Vera Cruz;49.50;44.20;46.53;Disponível
7896112160281;Ibupril 400mg 8 cápsulas gelatinosas moles;Consultar;Vera Cruz;23.61;7.18;7.56;Disponível
7891317000660;Dexfer 400mg, Eurofarma 30 comprimidos revestidos;Consultar;Vera Cruz;68.05;56.89;59.88;Disponível
7896658008764;Levoid 50mcg 30 comprimidos;Consultar;Vera Cruz;20.94;16.31;17.17;Disponível
7896269900235;Valtrex 500mg 10 comprimidos revestidos;Consultar;Vera Cruz;212.91;202.26;70.97;Disponível
7898040325237;Solução Nasal Maresis Baby 0,9% Spray Jato Suave Contínuo 100ml;Consultar;Vera Cruz;57.83;51.09;53.78;Disponível
7891317425869;Zart 50mg 30 comprimidos revestidos;Consultar;Vera Cruz;14.70;4.75;5.00;Disponível
78905108;Pomada Minancora 30g;Consultar;Vera Cruz;20.97;18.13;19.08;Disponível
7897322714257;Amplium G 30mg/g + 20mg/g Creme Ginecológico 40g + 7 aplicadores;Consultar;Vera Cruz;42.19;36.07;37.97;Esgotado
7896094202900;Elani Ciclo 3mg + 0,03mg 21 comprimidos revestidos;Consultar;Vera Cruz;72.66;53.84;56.67;Disponível
7899337000813;Vesomni 6mg + 0,4mg 30 comprimidos revestidos de liberação modificada;Consultar;Vera Cruz;230.36;188.20;66.04;Disponível
7896094208940;Vatis 150mg 90 comprimidos revestidos;Consultar;Vera Cruz;137.51;104.51;55.01;Disponível
7895858015688;Leite de Magnésia Phillips Original 120ml;Consultar;Vera Cruz;23.50;17.64;18.57;Esgotado
7896241221853;Ablok 25mg 30 comprimidos;Consultar;Vera Cruz;15.85;2.56;2.69;Disponível
7896658036996;Allestra 20 75mcg + 20mcg 63 drágeas;Consultar;Vera Cruz;94.02;75.92;79.92;Disponível
7896026303057;Pradaxa 110mg 30 cápsulas;Consultar;Vera Cruz;209.27;163.02;57.20;Disponível
7896112400684;Nebilet 5mg 30 comprimidos;Consultar;Vera Cruz;166.89;120.50;63.42;Disponível
7898040322564;Promensil 100mg 30 comprimidos revestidos;Consultar;Vera Cruz;159.98;133.74;70.39;Disponível
