int64_field_0;venda_id;nome_produto;data_venda;quantidade
56622;46397;Maxinom Suspensão Oftamológica 5Ml Genom;05-2024;11.0
57093;47489;Trayenta Duo 2,5+1000Mg 60 Comprimidos Boehringer;05-2024;11.0
57283;45857;Cromolerg Solução Oftálmica Allergan 4% 5ml;05-2024;11.0
57463;2009;Cefalexina 500mg Genérico Teuto 10 Comprimidos Revestidos;05-2024;11.0
58245;13565;Olmesartana + HCT 40 + 12,5mg 30 Comprimidos Revestidos Genérico EMS;05-2024;11.0
59317;52397;Pasalix PI 20 Comprimidos Marjan;05-2024;11.0
59455;51329;Levoid 38mcg 30 Comprimidos Aché;05-2024;11.0
60076;5117;Clenil HFA 200 mcg Spray 200 Doses Chiesi;05-2024;11.0
60178;17921;Valsartana 80mg 30 Comprimidos Genérico Neo Química;05-2024;11.0
60609;35477;Advipro 11,6mg 30g Gel GSK;05-2024;11.0
60768;10277;Avalox Bayer 400mg 7 Comprimidos Revestidos;05-2024;11.0
61170;35789;Celecoxibe 200mg 10 Cápsulas Genérico EMS (C1);05-2024;11.0
61564;13553;Ciprofibrato 100mg 30 Comprimidos Genérico Medley;05-2024;11.0
62164;6713;Azitromicina 900mg 22,5ml Genérico Pharlab;05-2024;11.0
62366;12473;Naprix 5mg 30 Comprimidos;05-2024;11.0
64954;21281;Peg-Lax 250ml Morango Myralis;05-2024;11.0
65399;20273;Dulcolax Opella 20 Drágeas;05-2024;11.0
65535;533;Dexclorfeniramina + Betametasona 120ml Genérico Cimed;05-2024;11.0
65565;51629;Euthyrox 200mcg 50 Comprimidos Merck;05-2024;11.0
66036;27605;Dipirona 500mg 10ml Maxalgina Natulab;05-2024;11.0
66464;61241;Dimesilato de Lisdexanfetamina Genérico EMS 30mg 30 Cápsulas (A3);05-2024;11.0
67029;47765;Januvia 50mg 28 Comprimidos Revestidos Merck;05-2024;11.0
67281;65285;Bupropiona 150mg 30 Comprimidos Revestidos Genérico Germed (C1);05-2024;11.0
67993;46925;Nesina Met 12,5+1000Mg 60 Comprimidos Revestidos Takeda;05-2024;11.0
68771;6473;Sinot Clav 875/125mg 20 Comprimidos Revestido Eurofarma;05-2024;11.0
69087;48041;Daonil Aventis 5mg 30 Comprimidos;05-2024;11.0
69102;37169;Stezza 28 Comprimidos 2,5mg+1,5mg;05-2024;11.0
69409;42569;Benegrip Multi Dia 800mg + 20mg 12 Comprimidos;05-2024;11.0
69559;58181;Fumasil Orodispersível Divcom 300mg 60 Comprimidos;05-2024;11.0
70733;53897;Glucoreumin 1,5g 30 Sachês Mylan;05-2024;11.0
71418;31289;Tramal Retard 100mg 30 Comprimidos Revestidos Grünenthal (A2);05-2024;11.0
71860;14885;Atenolol + Clortalidona 50mg + 12,5mg 30 Comprimidos Genérico EMS;05-2024;11.0
124;31229;Naldecon Febre Infantil 120ml Sabor Morango - Paracetamol 32mg/ml;05-2024;12.0
278;8393;Levoxin 500mg 7 Comprimidos Revestidos Apsen;05-2024;12.0
279;39569;Advil Mulher 400mg 2 Cápsulas;05-2024;12.0
438;32237;Neuralgex Dip 1g 10 Comprimidos Cimed;05-2024;12.0
1042;62597;Extrato de Cannabis Sativa 200mg/ml 10ml Aura Pharma (B1);05-2024;12.0
1286;39629;Mercilon 0,15mg/0,02mg 63 Comprimidos;05-2024;12.0
4756;42545;Própolis, Mel e Menta Baldoni Chico Bento 30ml Gotas;05-2024;12.0
5180;19709;Nienza 12,5mg 30 Comprimidos Aché;05-2024;12.0
5281;67580;Ambroxmel Mel/Eucalipto 30ml;05-2024;12.0
6507;39893;Diost 2mg 30 Comprimidos Revestidos Myralis;05-2024;12.0
8800;21233;Engov After Citrus 250ml Hypera Pharma;05-2024;12.0
9937;16301;Renitec Organon 10mg 30 Comprimidos;05-2024;12.0
9963;24401;Epocler Todo Dia 30 Comprimidos;05-2024;12.0
10305;60185;Clo 25mg 30 Comprimidos Revestidos Sigma Pharma (C1);05-2024;12.0
10553;37829;Yasmin 21+7 Comprimidos Revestidos Bayer;05-2024;12.0
10601;24725;Sal de Fruta Eno Tônica 2 Envelopes com 5g cada;05-2024;12.0
11228;34781;Mesalazina 800mg 30 Comprimidos Revestidos Genérico EMS;05-2024;12.0
13340;61937;Oxcarbazepina 300mg 30 Comprimidos Revisado Genérico Medley (C1);05-2024;12.0
14331;21989;Omeprazol Genérico Cimed 20mg 28 Cápsulas;05-2024;12.0
15095;41501;Ambroxmel Mel/Eucalipto 30ml;05-2024;12.0
17921;39413;Umma Creme Ginecológico 6,5g;05-2024;12.0
19008;72274;Rubenti 200mg 60 Cápsulas Duras;05-2024;12.0
19524;47153;Glink Met 2,5mg + 500mg 60 Comprimidos Revestidos Libbs;05-2024;12.0
22526;13337;Rosa 10mg 30 Comprimidos Revestidos FQM;05-2024;12.0
23057;12569;Bisoprolol 10mg 30 Comprimidos Revestidos Genérico Medley;05-2024;12.0
23410;2693;Permese 1ml Injeção + Seringa Momenta;05-2024;12.0
23412;21473;Esomeprazol 20mg 28 Comprimidos Revestidos Genérico EMS;05-2024;12.0
23953;49541;Vesomni 6mg 30 Comprimidos Revestidos;05-2024;12.0
24711;56825;Nootropil UCB 800mg 30 Comprimidos Revestidos;05-2024;12.0
25492;38513;Minian 0,150mg/0,02mg 21 Comprimidos Revestidos;05-2024;12.0
25748;61073;Lorax 2mg 30 Comprimidos Pfizer (B1);05-2024;12.0
26096;40973;Rinosoro Jet Infantil Solução Nasal 100ml;05-2024;12.0
26162;9053;Sinot Clav Suspensão Oral 70ml;05-2024;12.0
26887;72384;Quet XR 300mg 30 Comprimidos Revestidos Eurofarma (C1);05-2024;12.0
26942;59177;Cinarizina Genérico Ranbaxy 25mg 30 Comprimidos;05-2024;12.0
28978;36173;Ciclobenzaprina 10mg 15 Comprimidos Revestidos Genérico Biosintético;05-2024;12.0
29646;64001;Infoc 150mg 30 Comprimidos Biosintética (C1);05-2024;12.0
30042;11405;Indapen SR 1,5mg 30 Comprimidos Revestidos Torrent;05-2024;12.0
30720;52001;Pasalix PI 500mg 30 Comprimidos;05-2024;12.0
32248;9545;Novacort Creme 10G Ache;05-2024;12.0
32984;15509;Acertil 10mg 30 Comprimidos Revestidos;05-2024;12.0
33389;66721;Sinot Clav Suspensão Oral 70ml;05-2024;12.0
34640;13517;Enalapril 20mg 30 Comprimidos Genérico Neo Química;05-2024;12.0
36347;66500;Mirtax 10mg 30 Comprimidos Revestidos Aché;05-2024;12.0
36765;19037;Losartana + Hidroclorotiazida 50mg + 12,5mg 30 Comprimidos Genérico Germed;05-2024;12.0
37106;25625;Ziprol 40mg 28 Comprimidos Baldacci;05-2024;12.0
37546;70150;Minian 0,150mg/0,02mg 21 Comprimidos Revestidos;05-2024;12.0
38369;20789;Esomeprazol 40mg 28 Comprimidos Revestidos Genérico EMS;05-2024;12.0
39501;29453;Paco 500+30Mg 12 Comprimidos Revestidos;05-2024;12.0
39658;69211;Enalapril 20mg 30 Comprimidos Genérico Neo Química;05-2024;12.0
39757;36749;Buscopan Composto 250mg 20 Comprimidos Revestidos;05-2024;12.0
40745;22049;Rubenti 200mg 60 Cápsulas Duras;05-2024;12.0
40831;30389;Apracur Duo 500mg/2mg/30mg 20 Comprimidos Revestidos;05-2024;12.0
41990;44861;Lacribell Colírio 15ml;05-2024;12.0
42156;13445;Carvedilol 6,25mg 30 Comprimidos Genérico Cimed;05-2024;12.0
42445;4949;Amoxicilina 400mg/ml + Clavulanato De Potássio 57mg/ml Genérico União Quimica 70ml;05-2024;12.0
42666;15089;Bramicar HCT 80mg+12,5mg 30 Comprimidos Sigma Pharma;05-2024;12.0
42927;24053;Engov Up Morango e Kiwi 269ml;05-2024;12.0
44309;26837;Dipirona 500mg 20ml Genérico EMS;05-2024;12.0
44384;23837;Multi-Bi 495mg 10 Cápsulas Blíster Supera;05-2024;12.0
44476;63917;Depakote SPR 125mg 60 Cápsulas Abbott (C1);05-2024;12.0
45603;38177;Allestra 30 75mcg/30mcg 63 Comprimidos Revestidos;05-2024;12.0
45624;52829;Óleo Essencial Therapi 10ml com Perfume Morada;05-2024;12.0
46809;22241;Probiatop Pó para Solução Oral 15 Sachês de 1g;05-2024;12.0
46873;21653;Pantoprazol 40mg 42 Comprimidos Revestidos Genérico Cimed;05-2024;12.0
47128;71918;Azi 1500mg + 200mg/5ml Suspensão Oral Sigma Pharma;05-2024;12.0
47269;6233;Piemonte 10mg 30 Comprimidos Revestidos Eurofarma;05-2024;12.0
48111;19841;Loncord 40mg 20 Cápsulas Diffucap;05-2024;12.0
48897;36029;Mirtax 10mg 30 Comprimidos Revestidos Aché;05-2024;12.0
49256;11321;Espironolactona 50mg 30 Comprimidos Genérico EMS;05-2024;12.0
49553;56153;Litocit 1 080mg 60 Comprimidos Revestidos;05-2024;12.0
50582;40577;Sorine Jet Baby 0,9% Solução Nasal 100ml Aché;05-2024;12.0
50828;41993;Refil Nasoar XT 0,9% 15 Envelopes;05-2024;12.0
51352;56357;Vacina Hexavalente Infanfix DTPA HB HIB IPV Injetável Frasco + Seringa 0,5 ml GSK + Aplicação;05-2024;12.0
51689;58601;Vognus 10mg 30 Comprimidos Revestidos EMS (C1);05-2024;12.0
53107;27653;Nevralgex 300mg + 50mg + 35mg 30 comprimidos;05-2024;12.0
53741;22541;Floratil 200mg em Pó 4 Envelopes;05-2024;12.0
54189;54713;Vagicand 40G+7 Aplicadores Supera;05-2024;12.0
55649;64193;Ezonia 1mg 30 comprimidos Momenta (B1);05-2024;12.0
56332;257;Xarope Desloratadina 0,5mg/ml 100ml Genérico EMS;05-2024;12.0
56702;31565;Zomig Grünenthal 2,5mg 2 Cápsulas;05-2024;12.0
57225;6245;Desalex 5mg 30 Comprimidos Revestidos Supera;05-2024;12.0
57603;71837;Tandriflan 300+125+50+30mg 15 Comprimidos União Química;05-2024;12.0
58419;61649;Luvox 100mg 30 Comprimidos Abbott (C1);05-2024;12.0
58994;54101;Fluconazol 150mg 1 Cápsula Genérico Cimed;05-2024;12.0
59602;55193;Azox 20mg/ml Pó para Suspensão Oral 45ml;05-2024;12.0
61131;68185;Migraliv 1mg/100mg/350mg 12 Comprimidos;05-2024;12.0
61648;25793;Fly Gotas 150mg 15ml Biolab;05-2024;12.0
61708;60377;Lyberdia 30mg X 30 Cápsulas;05-2024;12.0
61800;28289;Migraliv 1mg/100mg/350mg 12 Comprimidos;05-2024;12.0
62398;64781;Dep 60mg 30 Cápsulas Eurofarma (C1);05-2024;12.0
62841;41057;Benegrip Multi Solução Oral 240ml;05-2024;12.0
63247;4769;Amoxicilina 500mg 15 Cápsulas Genérico EMS;05-2024;12.0
65263;25541;Gelmax EMS Tradicional 240ml;05-2024;12.0
65271;13001;Selozok 50mg 30 Comprimidos Revestidos;05-2024;12.0
65543;29105;Pastilha Valda Friends Café 25g;05-2024;12.0
65863;47657;Glimepirida 2mg 30 Comprimidos Genérico Sandoz;05-2024;12.0
66016;21113;Probiatop Pó para Solução Oral 30 Sachês de 1g;05-2024;12.0
66023;3233;Sigma-Clav BD 875mg + 125mg 14 Comprimidos Revestidos Sigma;05-2024;12.0
67165;1613;Pulmicort 0,25mg 5 Frascos FQM;05-2024;12.0
67730;33449;Ciclobenzaprina 10mg 10 Comprimidos Genérico EMS;05-2024;12.0
68379;9137;Azi 1500mg + 200mg/5ml Suspensão Oral Sigma Pharma;05-2024;12.0
68871;47753;Vildagliptina 50mg 30 Comprimidos Genérico Althaia;05-2024;12.0
69611;30305;Tandriflan 300+125+50+30mg 15 Comprimidos União Química;05-2024;12.0
70319;51845;Seakalm 260mg 20 Comprimidos Revestidos;05-2024;12.0
70656;45521;Lascaft Solução Oftalmológica 3ml;05-2024;12.0
70915;13061;Ebatz 2mg 30 Comprimidos;05-2024;12.0
71882;34961;Voric 10mg 20 Comprimidos Eurofarma;05-2024;12.0
72195;59105;Quet XR 300mg 30 Comprimidos Revestidos Eurofarma (C1);05-2024;12.0
417;21293;Pantoprazol 20mg Genérico Cimed 28 comprimidos Revestidos;05-2024;13.0
1879;70969;Pazine 315mg 30 Comprimidos Arese;05-2024;13.0
2972;28337;Naratriptana 2,5mg 20 Comprimidos Revestidos Genérico Nova Química;05-2024;13.0
3347;59345;Andes 50mg 60 Comprimidos Revestidos Supera (C1);05-2024;13.0
3387;33005;Spidufen 770mg (ibuprofeno 400mg+ Arginina 370mg) Zambon Blister 3 Comprimidos Revestidos;05-2024;13.0
4700;13637;Aradois H 100mg/25mg 90 Comprimidos Revestidos?;05-2024;13.0
5023;50705;Dalmadorm 30mg 30 Comprimidos Revestidos;05-2024;13.0
5130;1997;Ebastel 10mg 30 Comprimidos;05-2024;13.0
7027;70383;Sitglu Met 850mg 56 Comprimidos Brace Pharma;05-2024;13.0
7313;5201;Amoxicilina + Clavulanato De Potássio 875mg 20 Comprimidos Genérico Ranbaxy;05-2024;13.0
8891;65597;Lamictal Disp 100mg 30 Comprimidos GSK (C1);05-2024;13.0
9778;64253;Unitidazin 100mg 20 Comprimidos Revestidos Genom;05-2024;13.0
10039;50873;Levotiroxina Sódica 75mcg Genérico Merck 30 Comprimidos;05-2024;13.0
10485;61541;Levetiracetam 250Mg 30 Comprimidos Revestidos Genérico Neo Quimica (C1);05-2024;13.0
12825;31793;Novotram 50mg 10 Cápsulas Hypermarcas (A2);05-2024;13.0
13080;56993;Elifore 100mg 28 Comprimidos Revestidos Pfizer (C1);05-2024;13.0
13726;51737;Água de Melissa Officinalis 30ml;05-2024;13.0
14351;53573;Osteoban 150Mg 1 Comprimido Ache;05-2024;13.0
14597;1913;Artrolive 500mg/400mg 90 Cápsulas Dura;05-2024;13.0
14636;26801;Camomilina C 20 Comprimidos;05-2024;13.0
15435;65930;Natrilix SR 1,5mg 30 Comprimidos Revestidos Servier;05-2024;13.0
15910;63545;Escilex 10Mg 60 Comprimidos Revestidos Sigma Pharma (C1);05-2024;13.0
16113;60953;Desduo 100mg 30 Comprimidos Revestidos Liberação Prolongada Torrent (C1);05-2024;13.0
16986;43829;Rivaroxabana 20mg Genérico Cimed 30 Comprimidos Revestidos;05-2024;13.0
17000;57269;Quet XR 50mg 30 Comprimidos Revestidos Eurofarma (C1);05-2024;13.0
17582;40865;Benegrip 20 Comprimidos Revestidos Hypera Pharma;05-2024;13.0
18492;39617;Livial 2,5mg 28 Comprimidos Organon;05-2024;13.0
20706;56273;Solly 5mg 30 Comprimidos Revestidos Biolab;05-2024;13.0
21604;62489;Rohydorm 1mg 30 Comprimidos Revestidos Sigma Pharma (B1);05-2024;13.0
21871;54785;Annita 500mg 6 Comprimidos;05-2024;13.0
25319;41693;Cloperastina Xarope 120ml Genérico EMS;05-2024;13.0
27904;49517;Tadalafila 20mg 1 Comprimido Revestido Genérico EMS;05-2024;13.0
28055;37937;Elani 3mg/0,03mg 28 Comprimidos Revestidos;05-2024;13.0
28443;14345;Olmesartana 20mg 30 Comprimidos Revestidos Genérico Eurofarma;05-2024;13.0
28709;63605;Deciprax 10mg 30 Comprimidos Revestidos Mantecorp (C1);05-2024;13.0
28773;66830;Leite de Magnésia Hortelã 120ml;05-2024;13.0
29874;18617;Vaslip 10mg 30 Comprimidos Biolab;05-2024;13.0
30011;35537;Advipro 11,6mg 60g Gel GSK;05-2024;13.0
30658;63005;Alprazolam 2mg 30 Comprimidos Genérico Biosintética (B1);05-2024;13.0
31645;1085;Metronidazol 400mg 24 Comprimidos Genérico Teuto;05-2024;13.0
31935;38297;Primera 30Mcg 63 Comprimidos Revestidos;05-2024;13.0
32001;27497;Novalgina 1G 20 Comprimidos Dipirona;05-2024;13.0
34885;48317;Glunac Duo 850mg 60 Comprimidos Brace Pharma;05-2024;13.0
35570;36761;Levonorgestrel 1,5mg 1 Comprimido Genérico Cimed;05-2024;13.0
35734;60473;Lyrica 75mg 28 Cápsulas Upjohn (C1);05-2024;13.0
35989;43577;Eliquis 5Mg 60 Comprimidos Revestidos Pfizer;05-2024;13.0
37593;62525;Pazine 315mg 30 Comprimidos Arese;05-2024;13.0
37771;35981;Profenid 50mg 24 Cápsulas Aventis;05-2024;13.0
40085;55373;Minti 20mg/ml 100ml Momenta;05-2024;13.0
40088;2885;Montelair 5mg 60 Comprimidos Mast Aché;05-2024;13.0
40340;61097;Prebictal 50mg 30 Cápsulas Gelatinosas Duras;05-2024;13.0
41473;27809;Dorflex UNO Analgésico Contra Enxaqueca Dipirona Monoidratada 1g 10 Comprimidos;05-2024;13.0
41602;50681;Helleva 80Mg 4 Comprimidos Supera;05-2024;13.0
41837;55661;MTX Metotrexato 25mg/ml Solução Injetável 2ml Blau;05-2024;13.0
43306;15221;Neblock 5mg 60 Comprimidos;05-2024;13.0
44279;71556;Elani 3mg/0,03mg 28 Comprimidos Revestidos;05-2024;13.0
45760;49169;Gel Granado 45g Calos E Bolhas Pink;05-2024;13.0
45822;39257;Xarope Retemic 1mg 120ml;05-2024;13.0
46642;18869;Olmy 40mg 60 Comprimidos Revestidos Germed;05-2024;13.0
46650;60509;Donepezila 10mg 30 Comprimidos Revestidos Genérico EMS (C1);05-2024;13.0
47165;27677;Extrato de Própolis Verde Baldoni 30ml;05-2024;13.0
48491;52817;Floral Therapi 30Ml Baixa Auto Estima;05-2024;13.0
49240;58397;Pregabalina 75mg Genérico Cimed 30 cápsulas (C1);05-2024;13.0
49759;48005;Sitglu Met 1000mg 56 Comprimidos Brace Pharma;05-2024;13.0
50098;33053;Colchicina 0,5mg Genérico Geolab 30 Comprimidos;05-2024;13.0
50099;62513;Amplictil 25mg 20 Comprimidos Revestidos;05-2024;13.0
50319;24377;Leite de Magnésia Hortelã 120ml;05-2024;13.0
51527;17357;Rosulib 10mg 30 Comprimidos Sandoz;05-2024;13.0
51826;51953;Floral Thérapi Sonho Bom 30ml;05-2024;13.0
53997;52613;Forfig 200mg 20 Cápsulas Momenta;05-2024;13.0
54291;7505;Claritromicina Genérico EMS 500mg 14 Comprimidos;05-2024;13.0
54554;34025;Oxotron 60mg 15 Comprimidos Ache;05-2024;13.0
54698;1301;Condroflex Tangerina Pó para Solução Oral 30 Sachês de 4,135g;05-2024;13.0
55053;61517;Oxcarbazepina 600mg 30 Comprimidos Revisado Genérico Medley (C1);05-2024;13.0
55756;22121;Esomeprazol 40mg 28 Comprimidos Revestidos;05-2024;13.0
57534;17729;Zart H 100+25mg 30 Comprimidos Eurofarma;05-2024;13.0
58752;3461;Amome 50mg Suspensão Oral 60ml;05-2024;13.0
59833;36713;Tormiv ODG Aché 10mg 20 Sachês;05-2024;13.0
60431;64037;Tempora 50mg 60 Comprimidos Revestidos Cristália (C1);05-2024;13.0
61319;66132;Lamictal Disp 100mg 30 Comprimidos GSK (C1);05-2024;13.0
61758;32261;Magnopyrol Farmasa 10ml;05-2024;13.0
63233;5045;Celestone 4mg 1x1ml Ampola Mantecorp Log d;05-2024;13.0
63511;16085;Natrilix SR 1,5mg 30 Comprimidos Revestidos Servier;05-2024;13.0
64384;69060;Andes 50mg 60 Comprimidos Revestidos Supera (C1);05-2024;13.0
64815;37181;Iumi ES 3mg/0,02mg 30 Comprimidos Revestidos;05-2024;13.0
65111;27713;Tylenol 750mg 20 Comprimidos;05-2024;13.0
65437;41213;Bisolvon Xarope Expectorante Cloridrato de Bromexina 8mg/5ml Adulto 120ml;05-2024;13.0
65818;53921;Perosteo KM 30 Tabletes Mastigáveis Eurofarma;05-2024;13.0
66090;15533;Rosucor 5mg 30 Comprimidos Revestidos Torrent;05-2024;13.0
66122;18521;Aradois 25mg 30 Comprimidos Revestidos Biolab;05-2024;13.0
66837;29897;Gargojuice 3mg 12 Pastilhas;05-2024;13.0
67216;33629;Mesacol Takeda 250mg 15 Supositórios;05-2024;13.0
67867;48365;Sitglu Met 850mg 56 Comprimidos Brace Pharma;05-2024;13.0
68290;26969;Dipirona 1g 20 Comprimidos Genérico Prati;05-2024;13.0
70815;51665;Androcur 100mg 20 Comprimidos Bayer;05-2024;13.0
71916;50345;Doxazosina 4mg 30 Comprimidos Genérico Neo Química;05-2024;13.0
72318;10553;Avelox 400Mg 5 Comprimidos Bayer;05-2024;13.0
72472;65633;Patz SL 5mg 20 Comprimidos Sigma Pharma (B1) Nova Embalagem;05-2024;13.0
79;19721;Nienza 25mg 30 Comprimidos Aché;05-2024;14.0
650;53537;Risedross 35mg 12 Comprimidos Revestidos;05-2024;14.0
1880;4337;Levofloxacino 750mg 7 Comprimidos Revestidos Genérico Aché;05-2024;14.0
3848;40901;Benegrip 500mg/2mg/30mg 12 Comprimidos Revestidos;05-2024;14.0
4664;44177;Vasogard 50mg 60 Comprimidos Aché;05-2024;14.0
5260;1481;Xarope Ebastel 60ml Eurofarma;05-2024;14.0
5415;26897;Sumaxpro 500mg/50mg 2 Comprimidos Revestidos;05-2024;14.0
6126;3665;Montelair 4mg 30 Comprimidos Mast Aché;05-2024;14.0
6954;71429;Ablok 50mg 30 Comprimidos Biolab;05-2024;14.0
7188;24137;Losec Mups 20mg 28 Comprimidos Revestidos Biopas;05-2024;14.0
7866;16349;Ablok 50mg 30 Comprimidos Biolab;05-2024;14.0
8687;59201;Juneve 70mg 28 Cápsulas Takeda (A3);05-2024;14.0
8846;34877;Terocoxi 90mg 14 Comprimidos Cristália (C1);05-2024;14.0
10181;53273;Fixare Pro 30 Comprimidos Efervescentes Sigma Pharma;05-2024;14.0
11733;39077;Tibolona 2,5mg 30 Comprimidos Genérico EMS;05-2024;14.0
12714;2597;Combiwave 25+125mcg Spray 120 Doses Glenmark;05-2024;14.0
12880;64793;Leps ER 500mg 30 Comprimidos Revestidos Torrent (C1);05-2024;14.0
12901;54569;Itraspor 100mg 4 Cápsulas Sigma Pharma;05-2024;14.0
15161;35405;Flotac 70mg 14 Comprimidos Novartis;05-2024;14.0
16698;62933;Fluvoxamina 100mg 60 Comprimidos Revestidos Genérico Biolab (C1);05-2024;14.0
16828;20837;Eno Abacaxi Pó Efervescente 100g;05-2024;14.0
18024;22841;Benestare 625mg 30 Comprimidos Revestidos;05-2024;14.0
18543;31049;Ibupril 300mg 20 Comprimidos;05-2024;14.0
18606;13457;Captopril 25mg Generico Cimed 30 Comprimidos;05-2024;14.0
19868;52337;Steaton Aché 200mg 30 Cápsulas Gel;05-2024;14.0
20591;50921;Levotiroxina Sódica 50mcg Genérico Merck 30 Comprimidos;05-2024;14.0
20698;10289;Omepramix 7 Cartelas Ache;05-2024;14.0
21308;49457;Minoxidil 50mg/ml 50ml Allovita Legrand;05-2024;14.0
22227;60653;Keppra 250mg 30 Comprimidos Revestidos;05-2024;14.0
22291;43325;Brilinta 90mg 60 Comprimidos Revestidos AstraZeneca;05-2024;14.0
22984;32441;Combfix 37,5/325mg 30 Comprimidos Biosintética (A2);05-2024;14.0
23747;5693;Flutivate Creme 30g;05-2024;14.0
23776;13217;Benicar Triplo 20mg/12,5mg/5mg 30 Comprimidos;05-2024;14.0
25440;47465;Janumet XR 100mg + 1000mg 30 Comprimidos Revestidos de Liberação Prolongada;05-2024;14.0
26568;21173;Pantoprazol 40mg Genérico Cimed 28 Comprimidos Revestidos;05-2024;14.0
26646;54533;Cetoconazol + Betametasona Creme Dermatológico 30g Genérico Medley;05-2024;14.0
29059;18737;Acertalix 10mg+2,5mg 30 Comprimidos Servier;05-2024;14.0
29237;19949;Epocler Hypera Pharma 10ml;05-2024;14.0
29300;9761;Allenasal Suspensão Nasal 16,5ml;05-2024;14.0
32619;2489;Salbutamol Xarope 120ml Genérico Prati-Donaduzzi;05-2024;14.0
33038;55673;Extrato Cannabis Sativa 160,32mg/ml 10ml Greencare Pharma (A3);05-2024;14.0
33040;56081;Vazy 10mg 30 Cápsulas Sigma Pharma (B2);05-2024;14.0
33307;63125;Gabapentina 400mg 30 Cápsulas Genérico Prati (C1);05-2024;14.0
33762;28853;Sumax 100mg 6 Comprimidos Revestidos Libbs;05-2024;14.0
33823;67900;Gabapentina 400mg 30 Cápsulas Genérico Prati (C1);05-2024;14.0
34332;41825;Naldecon Noite 400mg/20mg/400mg/4mg 24 Comprimidos;05-2024;14.0
34360;9449;Azi Sigma Pharma 500mg 3 Comprimidos;05-2024;14.0
35264;12197;Zetia 10mg 60 Comprimidos Supera;05-2024;14.0
35970;54317;Tratamento da candidíase Gino-Canesten® Creme Vaginal - 6 dias;05-2024;14.0
37354;27953;Creme Dental Daudt Malvatrikids F-Infantil 70g;05-2024;14.0
37499;953;Fexofenadina 60mg 10 Comprimidos Revestidos Genérico Cimed;05-2024;14.0
38001;12017;Nebivolol 5mg 30 Comprimidos Genérico EMS;05-2024;14.0
39029;23069;Esogastro Ibp 7 Cartelas 28 Comprimidos Sigma;05-2024;14.0
39504;62885;Desvenlafaxina Genérico EMS 50mg 30 Comprimidos Revestidos (C1);05-2024;14.0
40046;50693;Doxazosina 2mg 30 Comprimidos Revestidos Genérico EMS;05-2024;14.0
40104;58577;Primid 100mg 100 Comprimidos Apsen (C1);05-2024;14.0
40161;19565;Amiobal Baldacci 100mg 30 Comprimidos;05-2024;14.0
40511;36557;Etoricoxibe 60Mg 7 Comprimidos Genérico Neo Quimica (C1);05-2024;14.0
40678;10361;Onbrize 300Mg 30 Comprimidos+Inalador Novartis;05-2024;14.0
40942;17177;Cloridrato De Nebivolol 5mg Genérico Pharlab 60 Comprimidos;05-2024;14.0
41361;23789;Irritratil 200mg 30 Cápsulas Gel;05-2024;14.0
42067;28937;Endofolin 5mg 30 Cápsulas Marjan;05-2024;14.0
43114;7745;Fexofenadina 6mg 150ml Genérico Nova Química;05-2024;14.0
43146;14333;Trezor 20mg 60 Comprimidos Revestidos Aché;05-2024;14.0
43849;30353;Miosan Odt 10mg 10 Comprimidos Apsen;05-2024;14.0
43871;58877;Velija 30mg 30 Cápsulas Libbs (C1);05-2024;14.0
43893;54389;Ciclopirox Olamina 15ml Genérico EMS;05-2024;14.0
44293;17153;Pitavastatina Cálcica 2mg 30 Comprimidos Genérico Eurofarma;05-2024;14.0
44834;3497;Dexclorfeniramina + Betametasona Xarope 120ml Genérico EMS;05-2024;14.0
45176;53249;Zyloric 100mg 30 Cápsulas;05-2024;14.0
45772;52901;Floral Therapi 30Ml Mudanca De Vida;05-2024;14.0
46071;38705;Fenazic 7,5mg 30 Comprimidos Adium;05-2024;14.0
46250;27101;Nene-Dent Gel Hypera Pharma 10g;05-2024;14.0
46477;43505;Cilostazol 100mg 60 Comprimidos Genérico Aché;05-2024;14.0
48445;44105;Rivaroxabana 15mg 30 Comprimidos Revestidos Genérico Medley;05-2024;14.0
48888;69098;Flotac 70mg 14 Comprimidos Novartis;05-2024;14.0
50590;7445;Ailuk 200mcg 200 Doses Glenmark;05-2024;14.0
50710;5093;Klaricid 50Mg/Ml 60Ml Abbott;05-2024;14.0
51514;9905;Corticorten 5mg 20 Comprimidos;05-2024;14.0
51559;7325;Arflex Retard 200mg 6 Cápsulas;05-2024;14.0
51641;66506;Naldecon Noite 400mg/20mg/400mg/4mg 24 Comprimidos;05-2024;14.0
53676;58793;Vicog 5mg 90 Comprimidos;05-2024;14.0
54382;38849;Triquilar 0,05mg + 0,03mg 63 Comprimidos;05-2024;14.0
54453;33581;Miosan Caf 10mg/60mg 15 Comprimidos Revestidos;05-2024;14.0
54963;23333;Domperidona 10mg 60 Comprimidos Genérico EMS;05-2024;14.0
55783;70441;Montelair 4mg 30 Comprimidos Mast Aché;05-2024;14.0
55873;44813;Systane Ul Alcon 10ml;05-2024;14.0
55978;59333;Pinazan 25mg 30 Comprimidos Cristalia (C1);05-2024;14.0
58044;56009;Sibutramina 15mg 30 Cápsulas Genérico Biosintética (B2);05-2024;14.0
59037;28877;Tylenol 500mg 20 Comprimidos Revestidos;05-2024;14.0
59835;7889;Ceftriaxona 1g 3,5ml Injetável IM Genérico Teuto;05-2024;14.0
