int64_field_0;venda_id;nome_produto;data_venda;quantidade
67829;40877;Biscoito Recheado sabor tortinha de limão Pacote com 126g - Trakinas;05-2024;17.0
69173;18401;Dprev 4000UI Myralis 30 Comprimidos Revestidos;05-2024;17.0
69991;1181;Digeplus 7mg+40mg+50mg Aché 30 Cápsulas;05-2024;17.0
70039;1877;Colírio Azopt 10mg/ml Novartis 5ml;05-2024;17.0
245;32537;Massa Tipo Cabelo de Anjo Konjac 270g;05-2024;18.0
502;56285;Pasta de Dente Sensodyne Original Dentes Sensíveis 90g;05-2024;18.0
673;17477;Chá Desinchá 60 Unidades;05-2024;18.0
1797;40505;Ezonia 3mg Momenta Farma 20 Comprimidos;05-2024;18.0
2015;22565;Loção Pós Sol Ever Care com Calamina 120ml;05-2024;18.0
3905;29693;Óleo Corporal Hidramais Amêndoas Doces & Colágeno 120ml;05-2024;18.0
4397;64855;Sabonete Líquido Nivea Creme Care Refil 200ml;05-2024;18.0
5748;56729;Creme Condicionador Skala Divino Potão 1000g;05-2024;18.0
7770;42953;Cloridrato de Trazodona 50mg Genérico Neo Química 60 Comprimidos;05-2024;18.0
8892;20585;Máscara Para Cílios De Volume Essence Get Big Lashes 12ml;05-2024;18.0
9026;71032;Tiorfan 30mg Bago 18 sachês;05-2024;18.0
10140;16685;Cera Depilatório P/ Pernas a Frio Tradicional - Depi Roll - 120g - Cera Depilatório p/ Pernas A Frio Tradicional - Depi Roll - 120g;05-2024;18.0
11318;22505;Lenço Umedecido Baby Lavanda Ever Care 96 Unidades;05-2024;18.0
14252;63809;Nordette 0,15mg + 0,03mg Pfizer 63 drágeas;05-2024;18.0
17694;33533;Colírio Oftpred 10mg/ml Latinofarma 5ml;05-2024;18.0
18414;3929;Zelix 150mg Arese 1 Cápsula;05-2024;18.0
18428;57365;Brinco Antialérgico Studex Dourado;05-2024;18.0
18881;11813;Clenil Compositum Hfa 50mcg/dose + 100mcg/dose Chiesi 200 Doses Spray;05-2024;18.0
19045;66583;Nutridrink Protein Sabor Chocolate Danone 200ml;05-2024;18.0
19546;19277;Ampola Carbonne - Essendy -12ml;05-2024;18.0
19924;55037;Secnidazol 1000mg Genérico Sandoz 4 Comprimidos;05-2024;18.0
20533;70869;Refil para Escova Elétrica Oral-B Flossaction 2 Unidades;05-2024;18.0
21337;21689;Tadalafila 20mg Genérico Eurofarma 4 Comprimidos;05-2024;18.0
21704;24353;Óleo Corporal Hidratante Farmax Lavanda 100ml;05-2024;18.0
21915;35501;Máscara Reparadora Lola Morte Súbita 450g;05-2024;18.0
23221;66455;Creme Facial Anti-Idade Nivea Noturno 100g;05-2024;18.0
23332;9041;Cloridrato De Ondansetrona 4mg Genérico Blau 10 Comprimidos;05-2024;18.0
24473;44285;Creme Facial Anti-Idade Nivea Noturno 100g;05-2024;18.0
24505;37925;Lápis para Sobrancelha Maybelline Master Shape Pencil Cinza;05-2024;18.0
24994;46577;Absorvente Interno OB Super ProComfort 16 Unidades;05-2024;18.0
25290;52481;Metformina 850mg Genérico Prati 30 Comprimidos;05-2024;18.0
25920;43493;Biscoito integral com cacau e cereais 160g - Nesfit;05-2024;18.0
25967;20753;Sombra Em Bastão Essence Blend & Line 03 Feeling Leafy 1,8g;05-2024;18.0
26159;54581;Tônico Fortalecedor S.O.S Bomba Crescimento Salon Line 100ml;05-2024;18.0
27040;13241;Refrigerante Coca-Cola Lata 350ml;05-2024;18.0
27399;33905;Dorzal 20mg/ml Legrand 5ml;05-2024;18.0
28002;18917;Espironolactona 100mg Genérico EMS 30 comprimidos;05-2024;18.0
29340;9485;Barra de Proteína Bold Thin Cookies & Cream 40g;05-2024;18.0
31158;45581;Oxalato De Escitalopram 15mg Genérico Nova Química 30 Comprimidos;05-2024;18.0
31350;4973;Tiorfan 30mg Bago 18 sachês;05-2024;18.0
31549;12125;Dextamine 0,4mg/ml + 0,05mg/ml Cifarma 120ml Xarope;05-2024;18.0
33844;35069;Adoçante Linea Sucralose Gotas 75ml;05-2024;18.0
34249;689;Cílios Postiços Longo Natural Absolute New York Magiquick 601 Preto 1 Par;05-2024;18.0
34872;30293;Barra de Proteína Vo2 Protein Bar Cookies 30g;05-2024;18.0
35299;29465;Mollitia - Chá misto;05-2024;18.0
36772;48425;Doce de Leite cremoso com soro Pote de 360g - Oliveira;05-2024;18.0
37662;1493;Zyad 5mg Aché 30 Comprimidos;05-2024;18.0
38199;30533;Absorvente Interno Intimus Sport Super c/Aplicador 8 Unidades;05-2024;18.0
38235;28961;Gel Pós-Barba Pele Sensível H2O Evolution Homem 150g;05-2024;18.0
39827;65657;Chá do Mickey Tangerina e Maracujá 15sch 22,5g;05-2024;18.0
41015;49013;Refil para Escova Elétrica Oral-B Flossaction 2 Unidades;05-2024;18.0
41567;7313;Bicarbonato De Sodio Natural - Biodinamica - Bicarbonato De Sódio 500g Natural - Biodinâmica;05-2024;18.0
41916;45101;Sabonete Líquido Nivea Creme Care Refil 200ml;05-2024;18.0
42146;19733;Condicionador Elseve Hydra Detox 48h Anticaspa 400ml;05-2024;18.0
42813;46193;Bico de Mamadeira em Latex Especial Lábios Leporinos - NUK;05-2024;18.0
43312;10337;Bruna Tavares Soft Blender - Esponja Para Maquiagem;05-2024;18.0
43330;15185;Kit Dr. Jones The Razor4 1 Aparelho de Barbear Recarregável + 1 Carga de Barbear;05-2024;18.0
44203;67914;Secnidazol 1000mg Genérico Sandoz 4 Comprimidos;05-2024;18.0
44952;15917;Nutridrink Protein Sabor Chocolate Danone 200ml;05-2024;18.0
45356;33965;Facoba 5mg/ml + 1mg/ml Legrand Pharma 5ml Solução Oftálmica;05-2024;18.0
47252;62909;Vizzela Hello Brow! Cor 1 - Lapiseira Para Sobrancelha 0,24g;05-2024;18.0
47286;329;Fórmula Pediátrica Para Nutrição Pediasure Chocolate 400g;05-2024;18.0
47994;22289;Esponja de Banho Ever Care Nylon 1 Unidade;05-2024;18.0
48619;25829;Beclosol 50mcg/dose GSK 200 Doses Spray;05-2024;18.0
48833;20417;Cera Modeladora para Sobrancelha Essence Brow Styling Soap Set Transparente 3,4 g;05-2024;18.0
49346;37745;Chá Leão Fases Cheguei Menopausa 10 Sachês;05-2024;18.0
50611;58961;Cloridrato de Metformina 500mg Genérico Teuto 30 Comprimidos;05-2024;18.0
51588;12713;Maleato de Dexclorfeniramina 2mg/5ml + Betametasona 0,25mg/5ml Genérico Cimed 120ml Xarope;05-2024;18.0
52947;32177;Cílios Postiços I-Envy Collection 160 Flash 3D 1 Unidade;05-2024;18.0
53496;28421;Creme para Pernas Goicoechea Calmante com Arnica e Camomila 350g;05-2024;18.0
54340;20885;Base Líquida Natural Eudora Niina Secrets Hidra Glow 80 30 ml;05-2024;18.0
54482;8885;Bebida Láctea Whey Drink Black Skull Doce De Leite 250ml;05-2024;18.0
54751;56873;Preservativo Blowtex Skyn Cocktail 6 Unidades;05-2024;18.0
55008;3773;Colpist Mt 62,5mg/g + 25.000UI/g + 1,25mg/g Arese 40g Creme Vaginal + 10 Aplicadores;05-2024;18.0
55058;14357;Dermacerium HS 10mg + 4mg Cristália 15g Gel;05-2024;18.0
55451;34469;Finalop 1mg Libbs 30 Comprimidos;05-2024;18.0
57480;17501;Chá do Mickey Tangerina e Maracujá 15sch 22,5g;05-2024;18.0
58176;46229;Kit 2 Bicos De Mamadeira Smart Flow 6m+ Fluxo Rápido - NUK;05-2024;18.0
58594;35261;Protetor Labial Cube Romã & Blueberry + Lip Ice Alta Proteção Fps 30 Grátis - Cube Romã & Blueberry + Lip Ice® Alta Proteção Fps 30 Grátis;05-2024;18.0
60113;33497;Colírio Maxibell 0,5mg/ml + 4mg/ml Latinofarma 10ml;05-2024;18.0
61636;58109;Suprasoy sem Lactose Banana 300g;05-2024;18.0
62477;23717;Protetor Solar Labial FPS30 Ever You 3,6g;05-2024;18.0
62835;23609;Manteiga De Cacau FPS8 Ever You Stick 4,5g;05-2024;18.0
63239;26873;Latanoprosta 50mcg/ml + Timolol 5mg/ml Genérico Geolab 2,5ml Solução Oftálmica;05-2024;18.0
63665;2477;Irôse 500mg Althaia 6 Comprimidos Revestidos;05-2024;18.0
63807;47189;Kit Esponja de Maquiagem Para Pó Cotton Puff + Esponja Powder Puff (2 Produtos);05-2024;18.0
64698;13325;Escova Dental Colgate Slim Soft Black 2 Unidades;05-2024;18.0
65703;55697;Farinha Multiuso sem Glúten e sem Lactose Schar 500g;05-2024;18.0
65788;65329;Chá Leão Fases Cheguei Menopausa 10 Sachês;05-2024;18.0
68300;46973;Esponja para Maquiagem Oce'ane Powder Puff Rosa 1 Unidade;05-2024;18.0
69891;4061;Aldomet 500mg Aspen Pharma 30 comprimidos;05-2024;18.0
70247;46685;Blend de Óleos Essenciais Para Aumentar Imunidade - Immunity Oil 10ml Océane;05-2024;18.0
70810;67617;Dorzal 20mg/ml Legrand 5ml;05-2024;18.0
1138;67852;Cílios Postiços First Kiss Juicy Volume 2;05-2024;19.0
3496;8369;Corus 50mg Biosintética 30 Comprimidos Revestidos;05-2024;19.0
4048;54989;Risperidona 2mg Genérico Sandoz 60 Comprimidos;05-2024;19.0
5655;68036;Fita Dental Hillo 100m;05-2024;19.0
5802;28577;Kit Lenço Umedecido Granado Bebê Tradicional 4 Pacotes de 50 Unidades;05-2024;19.0
5915;55565;Puran T4 150mcg Sanofi 30 Comprimidos;05-2024;19.0
6486;49397;Relax Foot (Par) - Ortho Pauher Relax Foot;05-2024;19.0
7415;34541;Nactali 75mcg Libbs 84 Comprimidos Revestidos;05-2024;19.0
7748;60821;Minoxidil turbinado 120ml;05-2024;19.0
7758;60845;Máscara de Argila Rosa - Pele Renovada 60g;05-2024;19.0
8044;44825;Leite de Limpeza e Tônico Facial Nivea Loção 2 em 1 200ml;05-2024;19.0
9451;5681;Bauny - Lapiseira Retrátil para Olhos 350mg - Marrom;05-2024;19.0
9957;62129;Cera Fria Facial Veet Peles Delicadas 12 Folhas;05-2024;19.0
10384;57545;Kit Protetor Solar Corporal Sundown Praia e Piscina FPS50 200ml + 120ml;05-2024;19.0
11076;47885;Océane Mariana Saad Eyeliner Pen Cor Preto - Lapís Para Olhos 1,2g;05-2024;19.0
12198;7973;Biomarine Autobronzeador Sun Marine Acelerador de Bronzeado sem Sol 240ml;05-2024;19.0
13345;55241;Bi-Profenid 150mg Sanofi Aventis 10 Comprimidos;05-2024;19.0
13475;39089;Omeprazol 40mg Genérico Mepha 28 Comprimidos;05-2024;19.0
13506;63965;Piranha de Cabeli Zalike Acrílico Mini 3 Cores 12 Unidades;05-2024;19.0
13660;48569;Preservativo Olla Play 6 Unidades;05-2024;19.0
14913;32225;Cílios Postiços Kiss New York Looks So Natural Sultry 2 Pares;05-2024;19.0
16605;64217;Kit Adoçante Aritritol 65ml + 65ml;05-2024;19.0
16671;37061;Vitamina D Addera D3 10.000UI  Hypera 10 Comprimidos;05-2024;19.0
16708;33545;Colírio Tobracin 3mg/ml Cristália 5ml;05-2024;19.0
16748;37229;Bolsa Térmica Pequena Quente e Fria com 10 bag de 100g - Maquira;05-2024;19.0
17196;49253;Sandrena 0,5mg/0,5g Organon 28 Sachês 0,5g Gel;05-2024;19.0
20357;64109;Adoçante Em Pó Sucralose Zero Cal Caixa 60g 100 Unidades;05-2024;19.0
20394;55505;Profenid Retard 200mg Sanofi 10 Comprimidos;05-2024;19.0
21654;27905;Aparelho de Depilar Gillette Venus Suave Sensitive 4 Unidades;05-2024;19.0
21865;61733;Vitamina D D3Caps 50.000UI União Química 8 Cápsulas;05-2024;19.0
21876;56117;Absorvente Externo Sempre Livre Adapt Plus Noite e Dia Cobertura Suave Com Abas 32 Unidades;05-2024;19.0
22162;23093;Creme Depilatório Ever You Masculino 150g;05-2024;19.0
23410;49913;Lenço Umedecido Pampers Camomila 48 Unidades;05-2024;19.0
24858;10577;Sombra e Iluminador Compacto 2x1 Bruna Tavares Disney Mallow Dream Castle 5 g;05-2024;19.0
25250;27425;Maleato De Enalapril 5mg Genérico Germed 30 Comprimidos;05-2024;19.0
25340;39905;Bolsa Térmica Gel Gato;05-2024;19.0
26823;48197;Pincel Para Iluminador Nádia Tambasco By Océane - Glow To Go;05-2024;19.0
26965;41081;Energético Monster Ultra 473ml;05-2024;19.0
28462;46049;Slow-K 600mg União Química 20 Comprimidos;05-2024;19.0
29074;21065;Lápis Kajal Eudora Glam Preto Absoluto com Esfumado 1,1g;05-2024;19.0
29139;11741;Broncho-Vaxon Adulto 7mg Chiesi Farmacêutica 10 Cápsulas;05-2024;19.0
29294;16529;Vizzela Lip Liner Lapiseira Labial - Sonhadora;05-2024;19.0
30171;49229;Renitec 10mg Organon 30 Comprimidos;05-2024;19.0
30718;49709;Óleo Corporal Paixão Irreversivel Flor de Lis 100ml;05-2024;19.0
31761;32153;Cílios Postiços First Kiss Juicy Volume 2;05-2024;19.0
31890;51485;Kit Mamadeira Philips Avent Transparente 125ml + Mamadeira 260ml;05-2024;19.0
32063;54053;Lenço Removedor De Oleosidade Ricca;05-2024;19.0
32090;16733;Cera Roll-on Natural - Depilflax - Refil 100g - Cera Roll-On Natural - Depilflax - Refil 100g;05-2024;19.0
32691;28997;Kit Óleo de Limpeza Facial Gokujyun 200g + Escova Massageadora Facial 1 Unidade;05-2024;19.0
33381;23873;Óleo de Amêndoas Ever You Meu SPA Vanilla e Ameixa 130ml;05-2024;19.0
34817;63413;Leave In Wella Professionals Invigo Sun 150 ml;05-2024;19.0
35459;11117;Catharine Hill Angel Spark By Pri Lessa - Iluminador Em Pó 2g - Snow-A1;05-2024;19.0
35548;37577;Endofolin 5mg Marjan 90 Comprimidos;05-2024;19.0
35950;68565;Lenço Umedecido Neve Toque de Seda 40 Unidades;05-2024;19.0
36011;30833;Motilium 10mg Johnson's 60 Cápsulas;05-2024;19.0
37178;27053;Visoptic 5mg/ml Geolab 5ml;05-2024;19.0
37277;51245;Mirtazapina 30mg Genérico Pharlab 30 Comprimidos;05-2024;19.0
37295;34649;Sumaxpro 50mg + 500mg Libbs 2 Comprimidos Revestidos;05-2024;19.0
37324;67822;Energético Monster Ultra 473ml;05-2024;19.0
37829;46889;Escova de Cabelo Ventilada Preta - Soft Brush Océane;05-2024;19.0
38078;25169;Mel  280g - Flora Néctar;05-2024;19.0
40512;63785;Lorax 2mg Pfizer-Whitehall 30 Comprimidos;05-2024;19.0
41038;18149;Kit Dove Reconstrução Shampoo 350ml + Condicionador 175ml;05-2024;19.0
42452;36365;Conduvaz 450mg + 50mg Mabra 30 Comprimidos;05-2024;19.0
43657;22181;Elástico para Cabelo Ever Care com Orelha Prata 1 Unidade;05-2024;19.0
43744;47417;Kit Paleta de Sombras Revitalizador Labial Rosa Nádia Tambasco By Océane;05-2024;19.0
45485;17117;Creme Depilatório Facial Depilsam Karité 50G;05-2024;19.0
45704;68125;Preservativo Olla Play 6 Unidades;05-2024;19.0
47238;70120;Adoçante Líquido Zero Cal Sucralose 100ml;05-2024;19.0
47786;71155;Naramig 2,5mg GSK 4 Comprimidos;05-2024;19.0
49812;70901;Absorvente Always Noturno Tamanho G Cobertura Suave 8 Unidades;05-2024;19.0
50075;46013;Ritalina 10mg Novartis 30 Comprimidos;05-2024;19.0
50844;749;Cílios Postiços Longo Natural Absolute New York Pack Tanjanite 502 Preto 5 Pares;05-2024;19.0
51346;51317;Valerato De Betametasona 1mg/g Genérico Pharlab 30g Pomada;05-2024;19.0
53028;27377;Ivermectina 6mg Genérico Germed Pharma 2 Comprimidos;05-2024;19.0
53805;47633;Máscara Facial de Limão e Hortelã - Lemon And Mint Mask 8g Océane;05-2024;19.0
55117;31733;Lubrificante Íntimo K-Med Original 100g;05-2024;19.0
55186;55469;Plasil 10mg Sanofi Aventis 20 Comprimidos;05-2024;19.0
55509;11249;Cloridrato de Venlafaxina 75mg Genérico Cellera Farma 30 Cápsulas;05-2024;19.0
55944;15245;Tônico Hidrafortificante Dabelle Cachos da Onda 100ml;05-2024;19.0
55961;64133;Adoçante Líquido Zero Cal Sucralose 100ml;05-2024;19.0
56382;51557;Mamadeira Pétala Avent Transparente 260ml;05-2024;19.0
56810;53321;Cloridrato de Olopatadina 1mg/ml Genérico Ranbaxy 1 Frasco Gotejador com 5mL.;05-2024;19.0
57355;61385;Cloridrato de Clindamicina 300mg Genérico União 16 Cápsulas Gelatinosas;05-2024;19.0
57394;49121;Gracial 0,25mg + 0,005mg Organon 22 Comprimidos;05-2024;19.0
57426;50285;Kit Shampoo Pantene Equilíbrio Raiz e Pontas 300ml + Condicionador 150ml;05-2024;19.0
57680;29789;Fita Dental Hillo 100m;05-2024;19.0
58488;37253;Hemospon Pattern Photo Gel A1 - Maquira - Hemospon Pattern Photo Gel A1 com 1 Seringa com 3g e 3 Ponteiras - Maquira;05-2024;19.0
60140;4217;Vesicare 10mg Astellas 10 Comprimidos;05-2024;19.0
60199;17105;Creme Depilatório Facial Depilsam Aloe Vera 50G;05-2024;19.0
61877;47201;Kit Esponja de Maquiagem Special Diamond Blend;05-2024;19.0
62688;65369;Lenço Umedecido Pampers Camomila 48 Unidades;05-2024;19.0
62701;2873;Absorvente Always Noturno Tamanho G Cobertura Suave 8 Unidades;05-2024;19.0
63243;24533;Dolamin 250mg Farmoquímica 12 comprimidos;05-2024;19.0
63385;44081;Lenço Umedecido Neve Toque de Seda 40 Unidades;05-2024;19.0
64466;15125;Cloridrato de Donepezila 10mg + Cloridrato de Memantina 20mg Genérico EMS 30 Comprimidos Revestidos;05-2024;19.0
65237;5177;Sinvascor 10mg Baldacci 30 Comprimidos;05-2024;19.0
65381;17225;Spray Depilatório Depilsam Men Corpo Aerosol 150Ml;05-2024;19.0
65845;25937;Naramig 2,5mg GSK 4 Comprimidos;05-2024;19.0
66923;37733;Super Gel 30 Ervas - Pomada Massageadora 150g;05-2024;19.0
67268;22649;Porta Escova de Dente Ever Care 1 Unidade;05-2024;19.0
67581;71175;Renitec 10mg Organon 30 Comprimidos;05-2024;19.0
67815;6437;Qlaira 2mg + 2mg + 2mg + 2mg + 3mg + 1mg Bayer 28 Comprimidos;05-2024;19.0
67924;42629;Gel Fixador Ny Looks Média Fixação - 240g;05-2024;19.0
68221;37637;Magnen B6 Marjan 30 Comprimidos Revestidos;05-2024;19.0
69314;34097;Pantoprazol Sódico Sesqui-Hidratado 20mg Genérico Legrand 28 Comprimidos;05-2024;19.0
248;57173;Adoçante Líquido Stevita Zero Lactose 60ml;05-2024;20.0
542;9305;Bolsa De Gelo BodyFlex - Tam: G;05-2024;20.0
658;32597;Pincel Kolinsky - Kota - Pincel Kolinsky Nº1 - Kota;05-2024;20.0
768;52445;Maleato de Dexclorfeniramina 0,4mg/ml + Betametasona 0,05mg/ml Genérico Prati Donaduzzi 120ml Xarope;05-2024;20.0
987;30149;Absorvente Geriátrico Adultcare 20 unidades;05-2024;20.0
1045;29213;Reparador De Pontas Tutano Vegetal Haskell 35ml;05-2024;20.0
1890;68069;Barra de Cereais Nuts & Joy Coco e Amêndoas 30g;05-2024;20.0
2274;67079;Hemax-Eritr 4000UI S3 Med 1 Ampola;05-2024;20.0
2724;59513;Shampoo Antiqueda Tio Nacho Antigrisalho 415ml;05-2024;20.0
3698;67151;Loção Prolongadora Do Bronzeado Ever Care 120g;05-2024;20.0
3820;57209;Brinco Antialérgico Studex Bola Prateado;05-2024;20.0
3831;47861;Océane Larissa Manoela Jelly Eye Shadow Pot - Sombra em Gel Translúcida 4g - Dragon;05-2024;20.0
4291;70657;Pós Sol em Gel Nívea Reparador 175ml;05-2024;20.0
5111;26273;Chocolate Baton Ao Leite 16g;05-2024;20.0
5237;17165;Kit Creme Depilatório Corporal Depilsam Karité 100G com 3 unidades;05-2024;20.0
7067;68387;Cocichimil 0,5mg Multilab 30 Comprimidos;05-2024;20.0
7520;12245;Pyverm 10mg/ml Cifarma 40ml;05-2024;20.0
7945;26657;Clonazepam 2mg Genérico Geolab 30 Comprimidos;05-2024;20.0
8215;68747;Reparador De Pontas Tutano Vegetal Haskell 35ml;05-2024;20.0
8234;48065;Pincel Leque - Gleam My Face Ocn18 Océane;05-2024;20.0
9656;20897;Batom Líquido Matte Eudora Niina Secrets Skinny Matte Marsala Magnólia 5 ml;05-2024;20.0
9798;58829;Carbamazepina 200mg Genérico Teuto 30 Comprimidos;05-2024;20.0
9994;15953;Nutridrink Protein Senior Café com Leite Danone 750g;05-2024;20.0
11185;57329;Brinco Antialérgico Studex Classic Tiffany Pérola Médio Dourado;05-2024;20.0
11786;24833;Rolo de Algodao Hidrofilo Nathy 250g;05-2024;20.0
12075;11453;Tylex 500mg + 30mg Cellera 12 Comprimidos;05-2024;20.0
12404;13865;Pincel Chanfrado Para Blush Corpus;05-2024;20.0
12971;21149;Máscara Capilar Siáge Nutri Eudora Óleos Poderosos 250g;05-2024;20.0
13130;69255;Barra De Proteína YoPRO Morango com Chocolate Branco Nutrata 55g;05-2024;20.0
14110;35117;Adoçante Linea Xilitol Sachê 5g 250g;05-2024;20.0
15513;65560;Absorvente Geriátrico Adultcare Premium Unissex 20 Unidades;05-2024;20.0
16089;70046;Brinco Antialérgico Studex Bola Prateado;05-2024;20.0
17090;6137;Limbitrol 12,5mg + 5,0mg Medquímica 20 Cápsulas;05-2024;20.0
17157;2501;Lamotrigina 100mg Genérico Althaia 30 Comprimidos;05-2024;20.0
17666;22553;Loção Prolongadora Do Bronzeado Ever Care 120g;05-2024;20.0
17856;14477;Gran D 22.400UI Cristália 1 Comprimido;05-2024;20.0
18049;40769;Tavok 750mg Momenta Farma 7 Comprimidos Revestidos;05-2024;20.0
18234;20513;Lápis De Olho Cremoso Essence Longlasting 12 I Have A Green 0,28g;05-2024;20.0
18469;29033;Bala Halls Extra Forte 28g;05-2024;20.0
19963;6509;Yaz 3mg + 0,02mg Bayer 24 Comprimidos Revestidos + 4 Comprimidos Placebos;05-2024;20.0
20112;3041;Máscara Capilar Amend Millenar Óleos Marroquinos 300g;05-2024;20.0
20481;15893;Fórmula Infantil Aptanutri Profutura 3 800g;05-2024;20.0
20717;55337;Gardenal 100mg Sanofi Aventis 20 Comprimidos;05-2024;20.0
20859;62549;Atenolol 50mg Genérico Vitamedic 30 Comprimidos;05-2024;20.0
21041;51197;Gliclazida 30mg Genérico Pharlab 60 Comprimidos;05-2024;20.0
21058;65235;Cílios Ricca Fios Sintéticos Vol 2 Médio Longo 1 Par;05-2024;20.0
22044;65314;Gliclazida 60mg Genérico Legrand 30 Comprimidos;05-2024;20.0
22403;5381;Barra de castanhas e sementes Caixa com 12 unidades - NutsBar;05-2024;20.0
22701;21929;Algodão Ever Care Quadradinho 250 Unidades;05-2024;20.0
23016;15653;Barra De Proteína YoPRO Morango com Chocolate Branco Nutrata 55g;05-2024;20.0
23266;62189;Pomada Modeladora - Verde Brasil - 60g;05-2024;20.0
23418;70394;Pasta de Dente Colgate Luminous White Carvão Ativado 140g;05-2024;20.0
23744;3545;Meclin Jet 50mg Apsen 10 Comprimidos Mastigáveis;05-2024;20.0
24438;60137;Spray Fixador Truss Sculpt Fix Extra Forte 500 ml;05-2024;20.0
24563;48917;Pasta de Dente Infantil Oral-B Kids Disney Princesas 50g;05-2024;20.0
24973;12509;Cloridrato de Sertralina 50mg Genérico Cimed 30 Comprimidos;05-2024;20.0
26043;9821;Atelop 5mg Brace Pharma 30 Comprimidos;05-2024;20.0
26633;66783;Gran D 22.400UI Cristália 1 Comprimido;05-2024;20.0
26927;20225;Barra de Cereais Nuts & Joy Regular Cranberry 30g;05-2024;20.0
28047;67703;Azod 100mg Supera RX 30 Comprimidos Revestidos;05-2024;20.0
28254;29825;Condicionador Huggies Kids Brilho Mágico Cachinhos Poderosos 360ml;05-2024;20.0
28840;24509;Demi D 7.000UI Farmoquímica 8 Comprimidos;05-2024;20.0
29840;29861;Creme para Pentear Huggies Kids Enrolados Nutrição e Força 360ml;05-2024;20.0
30298;17417;Lipstick Dermage Hyaluage 10g;05-2024;20.0
30464;53885;Cílios Ricca Fios Sintéticos Vol 2 Médio Longo 1 Par;05-2024;20.0
30552;36677;Kit Lenço Umedecido MamyPoko Dia & Noite 4 Pacotes com 50 Unidades;05-2024;20.0
33059;65666;Pasta de Dente Infantil Oral-B Kids Disney Princesas 50g;05-2024;20.0
33788;48785;Fio Dental Oral-B Essential Floss Encerado Menta 50m;05-2024;20.0
34177;17933;Manteiga Ghee Natural Dom Afonso 300g;05-2024;20.0
34278;37757;Chá Leão Fases Xô TPM 20g 10 Sachês;05-2024;20.0
36753;34013;Gliclazida 60mg Genérico Legrand 30 Comprimidos;05-2024;20.0
36830;52181;Albendazol 400mg Genérico Prati 5 Comprimidos Mastigáveis;05-2024;20.0
38145;66091;Lipstick Dermage Hyaluage 10g;05-2024;20.0
38635;51869;Kit Lenço Umedecido Piquitucho Premium Capim Limão 4 Pacotes com 60 Unidades;05-2024;20.0
38828;20201;Barra de Cereais Nuts & Joy Coco e Amêndoas 30g;05-2024;20.0
40220;28721;Belara 2mg+0,3mg Grunenthal 21 + 7 Comprimidos;05-2024;20.0
40477;30161;Absorvente Geriátrico Adultcare Premium Unissex 20 Unidades;05-2024;20.0
40551;18365;Shampoo Dove Baby Hidratação Glicerinada 200ml;05-2024;20.0
40737;51425;Bico Mamadeira Phillips Avent 0 a 6 Meses 2 Unidades;05-2024;20.0
41006;13721;Curvador de Cílios Corpus;05-2024;20.0
41102;66733;Manteiga Ghee Natural Dom Afonso 300g;05-2024;20.0
41416;28349;Momate 50mcg Glenmark 120 Acionamentos Spray Uso Nasal;05-2024;20.0
41615;25901;Clindoxyl 10mg/g + 50mg/g GSK 45g Gel;05-2024;20.0
41962;31649;Gel Lubrificante K-MED 50g;05-2024;20.0
42580;17873;Winter AP 6mg + 120mg Diffucap 8 Comprimidos;05-2024;20.0
42822;2033;Colírio Lastacaft 2,5mg/ml Allergan 3ml;05-2024;20.0
43003;41489;Cocichimil 0,5mg Multilab 30 Comprimidos;05-2024;20.0
43991;51785;Protetor Solar Facial com Cor Pink Cheeks Pink Stick FPS 90 FPUVA 70 100Km Ultra 14 g;05-2024;20.0
44260;64774;Batom Líquido Matte Eudora Niina Secrets Skinny Matte Marsala Magnólia 5 ml;05-2024;20.0
44485;57725;Azod 100mg Supera RX 30 Comprimidos Revestidos;05-2024;20.0
46355;23693;Protetor Labial Morango Ever You 3,6g;05-2024;20.0
46770;377;Revectina 6mg Abbott 4 Cápsulas;05-2024;20.0
46818;36773;Aturgyl 0,5mg/ml Cosmed 15ml Spray;05-2024;20.0
47639;59897;Rosucor 20mg Torrent 30 Comprimidos;05-2024;20.0
47965;62897;Vizzela Hello Brow! Cor - Lapiseira Para Sobrancelha 0,24g - Cor4;05-2024;20.0
50641;48281;Pincel Para Sombra - Light Me Up Ocn7 Océane;05-2024;20.0
51720;11981;Creme Cicatricure Gold Lift Diurno Reduz Rugas 50g;05-2024;20.0
52282;60785;Minoxidil com fator de crescimento 120g;05-2024;20.0
52682;24413;Abrilar 7mg/ml Farmoquímica 200ml Xarope Mentol;05-2024;20.0
53062;31301;Shampoo de Glicerina Johnson's Baby 180ml Refil;05-2024;20.0
53292;66950;Clonazepam 2mg Genérico Geolab 30 Comprimidos;05-2024;20.0
54935;51773;Lápis de Olho À Prova D'Água e Suor Pink Cheeks Sport Eyepencil Marrom 1,2 g;05-2024;20.0
55134;17561;Desinchá Laranja com Canela 10sch 15g;05-2024;20.0
55713;61469;Desogestrel 75mcg Genérico Uniao Quimica 28 Comprimidos Revestidos;05-2024;20.0
58091;6041;Bauny Palette de Sombras Vegano Basic Not Today - Paleta de Sombras 10,2g;05-2024;20.0
59502;54773;Atenolol 50mg Genérico Sandoz 30 Comprimidos;05-2024;20.0
59578;27581;Valerato de Betametasona 1mg/g Genérico Germed Pharma 1 Bisnaga com 30g;05-2024;20.0
