Produto;Quantidade_Total;Frequencia_Vendas
Protetor Solar Facial Infantil Ever Care FPS70 Stick Kids 12g;314.0;13
Protetor Solar Cenoura & Bronze FPS50 Aerosol 200ml;314.0;12
Cloridrato De Duloxetina 30mg Genérico Nova Química 30 Cápsulas;314.0;13
Mamadeira MAM First Bottle Girls 260mL - 4664;314.0;13
Bicarbonato Menta 200g - Clean Okta;314.0;13
Kit Depimiel Creme Depilatório Corporal 120g + Creme Depilatório Facial 40g + Água Micelar 60ml;314.0;14
Chá Vermelho 250mg - 120 Cáps;314.0;13
Kit Creme Depilatório Corporal Depilsam Aloe Vera 200G com 3 unidades;314.0;12
Pincel Para Marcação do Côncavo Mariana Saad By Océane Ms15;314.0;14
Pincel Kolinsky - Kota - Pincel Kolinsky Nº1 - Kota;314.0;13
Mamadeira Avent Pétala Decorada Flamingo 260ml;314.0;13
Pós Sol Caladryl Loção 100ml;314.0;14
Metformina 850mg Genérico Teuto 30 Comprimidos;314.0;12
Bolsa Térmica Gel Ever Care Quente e Frio 250ml;314.0;12
Sabonete Líquido Dove Baby Hidratação Enriquecida Refil 180ml;314.0;14
Shampoo para Barba e Cabelo 2 em 1 Go Mr. Wild 140ml;314.0;15
Shampoo a Seco Ricca Shakeberry Fruit Berries 150ml;314.0;13
Aparelho de Barbear Gillette Prestobarba Feminino Cabeça Móvel - 2 Unidades;314.0;15
Pincel Facial - Skincare Brush Océane;314.0;12
Pastilha Mentos Orangemint Zero Açúcar Vita+ Clear Breath 50 Unidades;314.0;13
Autobronzeador Facial Skelt Red Carpet Glow 30ml;314.0;14
Tônico Facial Adstringente Payot Ação Antibrilho 220ml;314.0;13
Vitanol-A 0,25mg/g GSK 30g Creme;314.0;13
Kit Pasta de Dente Colgate Máxima Proteção Anticáries Neutraçúcar 3 Unidades de 70g;314.0;14
Dicloridrato de Pramipexol 0,250mg Genérico Prati-Donaduzzi 30 Comprimidos;314.0;15
Óleo Corporal de Amêndoas com Avelã Paixão Ação Desodorante 100ml;314.0;12
Dprev 4000UI Myralis 30 Comprimidos Revestidos;314.0;12
Esponja Facial Ricca Celulose 2 Unidades;314.0;13
Aparelho De Barbear  Gillette Prestobarba3 Extra Suave 8 Unidades;314.0;12
Lamotrigina 50mg Genérico Eurofarma 30 Comprimidos;314.0;13
Lenço Umedecido Lysoform Desinfetante Original 36 Unidades;314.0;13
Óleo Para Massagem Bem-Estar PhytoSPA 10ml;314.0;13
Rozerem 8mg Takeda 10 Comprimidos;313.0;13
Del Valle Uva 450ml;313.0;14
Rosuvastatina Cálcica 5mg Genérico Aché 30 Comprimidos;313.0;14
Bolsa De Gelo Bioland Bg100 Azul Pequeno Para Joelho Cabeça Bolsa De Gelo Bioland Bg100 Azul Pequeno Para Joelho Cabeça;313.0;15
Shampoo Pantene Pro-V Miracles Colágeno Hidrata & Resgata 510ml;313.0;15
Fralda Pampers Pants Ajuste Total Roupinha XXG 78 Unidades;313.0;12
Triazol 150mg Zurita 2 Cápsulas;313.0;14
Trezor 20mg Aché 30 Comprimidos;313.0;13
Sombra Líquida e Primer 2x1 Bruna Tavares BT Velvet Navy 6 ml;313.0;12
Azitromed 500mg Medquimica 2 Comprimidos Revestidos;313.0;13
Tônico Capilar Bio Extratus Jaborandi 10;313.0;14
Azitromicina 500mg Genérico Prati, Donaduzzi 5 Comprimidos;313.0;13
Bolsa Termica Adesiva - Relax Medic Bolsa Adesivo - Relax Medic;313.0;13
Dermacerium HS 10mg + 4mg Cristália 15g Gel;313.0;15
Shampoo Infantil Trá Lá Lá Justice League Aventura Força e Proteção 250ml;313.0;13
Hidratante Labial Protetor Nivea FPS15 Med Repair 4,8g;313.0;13
Zinpass Eze 20mg + 10mg Medley 30 Comprimidos;313.0;15
Kit Protetor Solar Corporal Nivea FPS50 200ml + FPS50 100ml;313.0;15
Riposo SL 5mg Eurofarma 30 Comprimidos;313.0;15
Loção Pós Sol Ever Care com Calamina 120ml;313.0;14
Discos de Algodão Ever Care 50 Unidades;313.0;12
Amoxicilina Tri Hidratada 500mg Genérico Multilab 21 Cápsulas;313.0;13
Stezza 2,5mg + 1,5mg Farma Vision 28 Comprimidos Revestidos;313.0;13
Nutri Whey Protein Baunilha Pote  900 g Integralmédica;313.0;13
Cereal Infantil Mucilon Arroz e Aveia Integral 180g;313.0;12
Óleo Vegetal de Semente de Maracujá 30ml - Harmonie Aromaterapia;313.0;12
Kit Macrilan - Kit Pincel Profissional para Olhos com 6 peças;313.0;14
Ateroma 10mg Supera RX 30 Comprimidos Revestidos;313.0;12
Pasta Amendoim Chocolate Belga Eat Clean 300g;313.0;13
Preservativo Prudence Lubrificado 8 Unidades;313.0;13
Melleril 100mg Medquímica 20 Drágeas;313.0;12
Tramontina Palito Para Unhas Inox;313.0;13
Fio Dental Kess Extra Fino - 100m;313.0;13
Fumarato Quetiapina 25mg Genérico Geolab 30 Comprimidos Geolab;313.0;15
Pronazol 150mg Diffucap  2 Cápsulas;313.0;13
Batom Líquido Matte Essence 8h Matte 05 Pink Blush 2,5ml;313.0;14
Topiramato 50mg Genérico Eurofarma 60 Comprimidos;313.0;13
Aparelho de Barbear Gillette Mach3 Carbono Recarregável 1 Unidade;313.0;13
Retemic 5mg Apsen 60 Comprimidos;313.0;13
Gel Corporal Firmador Nivea Q10 Bye Bye Celulite 200g;313.0;13
Óleo Essencial de Eucalipto Staigeriana 5ml – Terra Flor;312.0;15
Bebida Láctea Neston Maçã, Banana e Mamão 280ml;312.0;14
Óleo Essencial de Cipreste 10ml - Terra Flor;312.0;12
Efurix 50mg/g Medquímica 15g Creme;312.0;13
Máscara Capilar Eudora Siàge Flor das Geleiras Glow Expert 250g;312.0;12
Beneum 300mg Teuto 30 comprimidos;312.0;12
Pincel Para Delineador - Kitty My Eyes Ocn15 Océane;312.0;14
Bebida Láctea UHT Dux Whey Protein Shake Doce De Leite 250ml;312.0;12
Tramadon 100mg Cristália 10 Comprimidos;312.0;12
Torsilax 125mg + 50mg + 300mg + 30mg Neo Química 12 Comprimidos;312.0;13
Cloridrato de Paroxetina 20mg Genérico Medley 30 Comprimidos;312.0;14
Hemifumarato de Bisoprolol 2,5mg Genérico Merck 30 Comprimidos;312.0;13
Balas de Gelatina Fini Kids Vitamina C Banana 18g;312.0;14
Zyrtec 10mg GSK 12 Comprimidos;312.0;15
Noctal 2mg Abbott 20 Comprimidos;312.0;12
Kit Go. Rock - Pomada 50g + Balm Tattoo 90g + Necessarie;312.0;14
Spidufen Menta 600mg Zambon 10 Envelopes;312.0;13
Apixabana 5mg Genérico Neo Química 20 Comprimidos;312.0;13
Océane Mariana Saad by  Eyeliner Super Black - Lápis de Olho 1,2g;312.0;15
Discos de Algodão Ever Care 100 Unidades;312.0;14
Dhalga Myralis Ômega 3 60ml;312.0;14
Hastes Flexíveis Cremer Minions 150 Unidades;312.0;15
Unhas Postiças Curta Autocolante Quadrada Pintada Absolute New York Magiquick Candy Red 24 Unidades;312.0;14
Creme Vaginal De Barbatimão E Melaleuca - 60Gr;312.0;14
Creme para Pernas e Pés Varicell Materna Gestantes FQM 200g;312.0;13
Vitamina D Dprev Caps 5.000UI Myralis 30 Cápsulas;312.0;14
Espironolactona 25mg Genérico Germed 30 Comprimidos;311.0;15
Óleo de Amendoa Ever You Meu Spa 130ml;311.0;14
Óleo Para Massagem Relaxante PhytoSPA 10ml;311.0;12
Cloridrato Amiodarona 200mg Genérico Geolab 30 Comprimidos;311.0;13
Bauny - Batom Líquido Matte Vegano 5ml - Cor 050;311.0;13
Mel  280g - Flora Néctar;311.0;15
Miosan 10mg Apsen 30 Comprimidos Revestidos;311.0;13
Limpeza Facial Garnier Uniform & Matte Vitamina C Antioleosidade 120g;311.0;13
Glifage 1g Merck 30 Comprimidos;311.0;12
Esponja Frangance Violeta Corpus;311.0;13
Wafer sabor Chocolate com avelã 140g - Bauducco;311.0;13
Kit 2 Mamadeiras Step Up Chicco Azul;311.0;14
Kit Retoque Sobrancelhas - Maquiagem Capilar Castanho Escuro + Pincel Para Sobrancelhas (2 Produtos) Océane;311.0;14
Hastes Flexíveis Ever Care Ecológicas 75 Unidades;311.0;13
Barra de Cereais Nuts & Joy Sementes 30g;311.0;14
Aspirina Prevent 100mg Bayer 100 Comprimidos;311.0;12
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade FPS 60 40g;311.0;12
Base Em Mousse Essence Soft Touch 13 Matt Porcelain 16g;311.0;12
Escova de Cabelo Belliz Flex Raquete Cassis 1 Unidade;311.0;13
Venaflon 450mg + 50mg Teuto 60 Comprimidos;311.0;14
Cloridrato de Fluoxetina 20mg Genérico Teuto 30 Cápsulas;311.0;15
Therapsor 0,5mg/ml Theraskin 25ml Solução;311.0;12
Cloridrato de Hidroxizina 2mg/ml Genérico Legrand 120ml Xarope;311.0;12
Escova de Cabelo Ricca Basic Racket 1 Unidade;310.0;13
Absorvente Intimus® Tripla Proteção Seca C/Abas 32 Unidades;310.0;13
Acertalix 5mg + 1,25mg Servier 30 Comprimidos;310.0;12
Escova Dental Colgate Classic Clean 1 Unidade;310.0;12
Zypred 3mg/ml + 10mg/ml Allergan 3ml Suspensão Oftálmica Estéril;310.0;13
Energético Monster Ultra Watermelon Zero Açúcar 473ml;310.0;12
Energético Monster Energy Juice Mango Loco 473ml;310.0;13
Fucidin 20mg/G Leo 15g Pomada Dermatológica;310.0;14
Óleo Finalizador Capilar Lola From Rio Plot Twist Guava 90ml;310.0;13
Algodão Hidrófilo 500g em Rolo Não Estéril Melhor Med - Minasrey;310.0;15
Amplictil 100mg Sanofi Aventis 20 Comprimidos;310.0;14
Kit Máscara Para Olhos de Melancia;310.0;13
Levoid 38mcg Aché 30 Comprimidos;310.0;12
Pamelor 50mg Cellera 30 Cápsulas;310.0;13
Atobach 1mg/g Germed 10g Pomada;310.0;13
Icaden 10mg/g Leo Pharma 20g Creme;310.0;13
Aparelho de Barbear Bic Flex Hybrid 3 Lâminas;310.0;13
Vitamina D DPrev 50000UI Myralis 4 Comprimidos Revestidos;310.0;14
Fita Dental Sanifill Sabor Menta 125 Metros;310.0;13
Mix Yep To Go Equilíbrio 30g;310.0;13
Frontal XR 0,5mg Pfizer 30 Comprimidos;310.0;13
Esponja Facial Ricca Silicone 1 Unidade;310.0;12
Mari Maria Makeup Lashes - Cílios Postiços - Drama Glam;310.0;14
Omeprazol 20mg Genérico Laboratório Globo 56 Cápsulas;310.0;12
Creme Cetobeta 20mg + 0,5mg + 2,5mg Cellera 30g;310.0;13
Pós Sol em Gel Nívea Reparador 175ml;310.0;13
Cimelide 100mg Cimed  12 Comprimidos;310.0;12
Citrato Sildenafila 50mg Genérico Eurofarma 4 Comprimidos;310.0;14
Gamax 980mg Hebron 15 Cápsulas;310.0;12
Captopril 50mg Genérico Geolab 30 Comprimidos;309.0;13
Motilium 10mg Johnson's 60 Cápsulas;309.0;13
Shiseido Case HydroBB  Estojo Pó Compacto;309.0;13
Vitamina D DPrev 10.000UI Myralis 4 Comprimidos Revestidos;309.0;12
Brinco Antialérgico Studex Classic Bezel Azul Escuro Cristal;309.0;12
Brimonidina 2mg/ml Genérico Neo Química 5ml Solução Oftálmica;309.0;13
Shampoo Clear Anti Coceira Botanique Anti Caspa Anti Coceira 200ml;309.0;13
Gel Íntimo Clitoriano Jontex Intense 10g;309.0;15
Vitamina D 14000UI Sany D Aché 4 Comprimidos Revestidos;309.0;12
Aparelhos Descartáveis para depilação Gillette Corpo 4 unidades;309.0;13
Hastes Flexíveis Paw Patrol Topz Baby 150 Unidades;309.0;15
Biscoito de polvilho 200g - Cassini;309.0;13
Vizzela Lip Liner Lapiseira Labial - Delicada;309.0;13
Amplictil 40mg/ml Sanofi 20ml Gotas;309.0;14
Hidratante Labial Chupa Chups The Skin Soul Framboesa 10g;309.0;13
Dioless 150mcg + 20mcg Supera 21 Comprimidos;309.0;13
Hastes Cremer Minions 75 Unidades;309.0;14
Jofix 8mg Arese 10 Comprimidos;309.0;13
Cloridrato De Ciprofloxacino 500mg Genérico Nova Química 14 Comprimidos Revestidos;309.0;13
Protetor Labial Vult Melancia FPS15 3,5g;309.0;14
Protetor Labial Balm Morango Fps15 Vult 3,5g;309.0;12
Condicionador Johnson's Baby Cheirinho Prolongado 200ml;309.0;12
Pletil 500mg Pfizer 8 Comprimidos;309.0;12
Synthroid 88mcg Abbott 30 Comprimidos;309.0;14
Cetoprofeno 100mg Genérico Medley 20 Comprimidos;309.0;12
Máscara Capilar Intensiva Pantene Pro-V Hidratação 270 ml;309.0;15
Protetor Solar Infantil Corporal Pink Cheeks Sunsafe Baby & Kids FPS 60 FPUVA 50 15,5 g;309.0;13
Snack de Soja Good Soy Churrasco 25g;309.0;14
Peg-Lax Macrogol 0,5g/ml Myralis 250ml Solução Oral + Copo Dosador;309.0;13
Valsartana 80mg Genérico Teuto 30 Comprimidos Revestidos;309.0;13
Atorvastatina Cálcica 20mg Genérico Nova Química 30 Comprimido;309.0;12
Paramonoclorofenol 20ml - Biodinâmica;309.0;13
Alopurinol 100mg Genérico Sandoz 30 Comprimidos;309.0;12
Loredon 50mg Torrent 60 Comprimidos;309.0;13
Reparador de Lábios Mariana Saad By Océane - Lip Glowy Balm 12g;309.0;14
Esomeprazol Magnésio 20mg Genérico Germed 28 Comprimidos Revestidos;309.0;12
Lenço Umedecido Neve Toque de Seda 40 Unidades;309.0;14
Chá Leão Fases Cheguei Menopausa 10 Sachês;308.0;14
Cloridrato de Propranolol 40mg Genérico Pharlab 30 Comprimidos;308.0;14
Tramadon 50mg Cristália 10 Cápsulas;308.0;14
Preservativo Blowtex Skyn Elite 3 Unidades;308.0;14
Bepantriz Derma Creme 20g;308.0;12
Suplemento Combi Ad Ache 30ml;308.0;14
Hetori 90mg Grunenthal 7 Comprimidos;308.0;13
Psorex 0,5mg GSK 30g Creme;308.0;14
Mytedom 5mg Cristalia 20 Comprimidos;308.0;14
Água Micelar Vizzela 150ml;308.0;14
Enax 200mg Arese 30 Comprimidos;308.0;13
Óleo Essencial de Grapefruit Rosa 5ml – Terra Flor;308.0;14
Euthyrox 88mcg Merck S/A 50 Comprimidos;308.0;14
Condicionador Infantil Seda Juntinhos Moana Cachos Encantados 300ml;308.0;13
Predsim 3mg/ml Cosmed 100ml Solução Oral + Dosador;308.0;13
Colírio Maxiflox D 3,5mg/ml + 1mg/ml Cristália 5ml;308.0;13
Colírio Pilocarpina 40mg/ml Allergan 10ml;308.0;13
Levotiroxina Sódica 88mcg Genérico Merck S/A 30 Comprimidos;308.0;12
Gel Lubrificante Íntimo K-MED Hot 200g;308.0;13
Wafer Trento Massimo Morango 30g;308.0;12
Waryz 450mg + 50mg Cimed 30 Comprimidos;308.0;13
Vizzela Hello Brow! Cor - Lapiseira Para Sobrancelha 0,24g - Cor2;308.0;12
Ampola De Tratamento Capilar Babosa Skafe  10ml;308.0;14
Omeprazol 20mg Genérico Cimed 56 Cápsulas;308.0;12
Lenço Umedecido Free Wipes Antisséptico 20 Unidades;308.0;14
Hidratante Para Banho Nivea Body Milk 250ml;308.0;13
Risperidona 1mg/ml Genérico Prati 30ml + Seringa Dosadora;308.0;15
Gel De Limpeza Facial Dailus Feat. Mentos Jelly Cleanser 150ml;307.0;12
Gel Hidratante Nutritivo Facial Eudora Niina Secrets Skin 30 ml;307.0;14
Sulfato de Salbutamol 100mcg/dose Genérico Glenmark 19ml 1 Frasco + Dispositivo Inalatório;307.0;12
Escova Dental Oral-B Infantil Stages 1 - 4 A 24 meses;307.0;14
Esponja Splum Para Banho Baby Fragance Santa Maria;307.0;13
Snack MUCILON Pipoquinha Milho 35g;307.0;13
Sombra Líquida e Primer 2x1 Bruna Tavares BT Velvet Pink 6 ml;307.0;13
Sulfato de Hidroxicloroquina 400mg Genérico Medley 30 Comprimidos;307.0;12
Diprosalic 0,64mg/ml + 20mg/ml Cosmed 30ml Solução;307.0;13
Diva 3mg + 0,03mg Exeltis 21 Comprimidos Revestidos;307.0;13
Sinvastatina 10mg Genérico Pharlab 30 Comprimidos;307.0;14
Satin Powder - Vizzela - Cor 03;307.0;12
Esponja para Maquiagem Oce'ane Powder Puff Rosa 1 Unidade;307.0;14
Esponja Facial Ricca Makeup Perfect Curved Shape 1 Unidade;307.0;14
Barra de Cereal sabor Banana e Mel caixa com 12 unidades de 25g - Corpo e Sabor;307.0;14
Tônico Fortalecedor S.O.S Bomba Crescimento Salon Line 100ml;307.0;13
Melatonina Drogaria São Paulo Maracujá 20ml;307.0;13
Vitamina D Sof D 10.000UI Abbott 4 Cápsulas;307.0;14
Leave In Wella Professionals Invigo Sun 150 ml;307.0;12
Preservativo Camisinha Masculina Jontex Sensação Pele com Pele 4 Unidades;307.0;13
Hastes Flexíveis Paw Patrol Topz Baby 75 Unidades;307.0;15
Loção Neutralizante Wella Professionals Wellastrate - 125 g;307.0;13
Algodão Hidrófilo em Disco Apolo - Embalagem Abre e Fecha - 35g;307.0;13
Lápis de Olho Cremosa Natural Pink Cheeks Sport Eyepencil Preto 1,2 g;307.0;14
78.01.102 Refil Escova Interdental Cilíndrica M - Morelli - 7801102 Refil Escova Interdental Cilíndrica M - Morelli;307.0;13
Refil Escova Dental Elétrica Oral-B Advanced Charcoal 2 Unidades;307.0;12
Cereal Infantil Integral Mucilon Arroz & Aveia 180g;307.0;13
Chocolate Chocotrio NESTLÉ Cookies & Cream 90g;307.0;15
Demi D 1.000UI Melora 30 Comprimidos;307.0;13
Pantoprazol 40mg Genérico Medley 42 Comprimidos;307.0;15
Ritalina 10mg Novartis 30 Comprimidos;307.0;13
Risedronato Sódico 35mg Genérico Biosintética 4 Comprimidos;307.0;14
Osteotec 150mg Adium 1 Comprimido Revestido;307.0;15
Selozok 50mg AstraZeneca 30 Comprimidos;307.0;13
Barra de frutas com cobertura de chocolate sabor Banana, Maça e Canela Caixa com 16 unidades - Supino;306.0;12
Mirtazapina 45mg Genérico Prati-Dunaduzzi 30 Comprimidos;306.0;13
Nutri Whey Protein Cookies Pote 900g Integralmédica;306.0;13
Bicarbonato de Sódio Clean Okta Morango 500g - DCMA;306.0;13
Suplemento Alimentar Melatonina Neo Química Maracujá 90 Comprimidos;306.0;13
Peeling Iluminador 8 em 1 - 30g;306.0;13
Sachê Descolorante Biocolor Proteína e Queratina 20g;306.0;14
Bombom sabor Morango Pacote com 50 unidades de 15g - Bon o Bon;306.0;13
Óleo Corporal Hidramais Semente de Uva & Colágeno 120ml;306.0;13
Adoçante Linea Eritritol Pó 5g 50 Envelopes;306.0;13
Colírio Zymar XD 5mg/ml Allergan 5ml;306.0;13
Vizzela Hello Brow! Cor - Lapiseira Para Sobrancelha 0,24g - Cor3;306.0;14
Vizzela Skincare Demaquilante Bifasico - Demaquilante 150ml;306.0;13
Whey Protein Concentrado Pote 450G Dux Nutrition Butter Cookies - 450G;306.0;15
Aloff 0,5mg/ml Eurofarma 60ml Xarope + Seringa;306.0;13
Ampola De Tratamento Skafe 12x1  10ml;306.0;13
Barra De Proteína Dux Nutrition Lab Chocolate e Avelã 60g;306.0;15
Fixador de Maquiagem Nádia Tambasco By Océane - Perfect Fix 100ml;306.0;13
Betnovate 1mg/ml GSK 50ml Solução;306.0;12
Tenoxicam 20mg Genérico Neo Química 10 Comprimidos;306.0;13
Lenço Umedecido Piquitucho Premium Capim Limão 120 Unidades;306.0;13
Dividol 70mg Zambon 12 Cápsulas;306.0;15
Balm Labial Hidratante Vizzela Xoxo FPS20 Beijão Vermelho 4g;306.0;14
Valessone 225,75mg Natulab 20 Comprimidos;306.0;13
Melatonina 5mg 100 cápsulas;306.0;13
Valerato Betametasona 1mg/g Genérico Neo Química 50ml Solução Capilar;306.0;12
Bruna Tavares BT Skinpowder - Pó Solto Facial Tan 15g;306.0;15
Protetor Labial Ever Care Reparação FPS 15 3,6g;306.0;13
Absorvente Descartável p/Fralda Infantil Reutilizavel Huggies Eco Protect 20 Unidades;306.0;12
Pasta de Dente Colgate Total 12 Gengiva Reforçada 140g;306.0;13
Pincel Para Blush Corpus;306.0;14
Gel Lubrificante Íntimo Lubs Hot Moves 20g;305.0;14
Absorvente Externo Sempre Livre Adapt Sem Abas 8 Unidades;305.0;12
Óleo de Peixe 1000mg (Ômega 3) 60 Cápsulas;305.0;12
Pregabalina 150mg Genérico Teuto 30 Cápsulas;305.0;13
Ácido Mefenâmico 500mg Genérico Medley 12 Comprimidos;305.0;14
Reparador Labial Quintal Seiva Reparadora 8,5g;305.0;12
Condicionador Dove Bond Intense Repair 250ml;305.0;13
Condicionador Dove Baby Hidratação Enriquecida Cabelos Cacheados 200ml;305.0;13
Gel Relaxante Estrela - Acte Estrela;305.0;13
Fluxtar Sr 6mg Diffucap 30 Cápsulas;305.0;14
Fórmula Infantil Para Lactentes Nan Science Pro S.L. 400g;305.0;12
Suco Villa Piva Pink Lemonade 300ml;305.0;14
Endofer 100mg Biolab 30 Comprimidos Mastigáveis;305.0;13
Aparelho de Barbear Recarregável Gillette Mach3 + 1 Refil;305.0;16
Somalgin Cardio 100mg EMS 60 Comprimidos Revestidos;305.0;17
Dramin B6 50mg + 10mg Cosmed 30 Comprimidos;305.0;12
Tracta HD Ultrafino - Pó Compacto 9g - Medio-Escuro-229g;305.0;12
Máscara Capilar Kerasys Oriental Premium 200ml;305.0;14
Neblock 5mg Torrent 30 Comprimidos;305.0;12
Melik 75mcg Melcon 28 Comprimidos;305.0;12
Mesilato de Doxazosina 2mg Genérico Cimed 30 Comprimidos;305.0;12
Lapiseira Para Os Olhos Bruna Tavares Brown 300mg;305.0;13
Chocolate Talento Mini Branco com Cereais 25g - Chocolate Garoto Talento Branco Cereais e Passas 25g;305.0;12
Cera Depilatória em Blocos Tradicional - Depi Roll - 500g;305.0;13
Cloridrato De Venlafaxina 75mg Genérico Torrent Pharma 30 Cápsulas;305.0;14
Leite em Pó Ninho Adulto Lata 350g;305.0;13
Bruna Tavares BT - Glitter 3g - Navyrose-Shine;305.0;14
Dicazid Mr 30mg Pharlab 30 Comprimidos;305.0;13
Paleta de Sombra em Pó Essence The Brown 9 Shades;305.0;12
Paleta de Sombras - 4 Eyeshadow Palette Cosmic Océane Edition 4,5g;305.0;14
Ampola Turbinada Explosão de Força - Gllendex - 15ml;304.0;14
Zetsim 10/10mg Supera 30 Comprimidos;304.0;13
Vizzela Hello Brow! Cor 1 - Lapiseira Para Sobrancelha 0,24g;304.0;13
Amytril 25mg Supera 30 comprimidos revestidos;304.0;14
Gel Lubrificante Íntimo KY Original Sachê 5g;304.0;13
Gel Fixador Capilar Bozzano Ação Prolongada Fator 4 300g;304.0;13
Manteiga Modeladora Capilar Lola From Rio Plot Twist Nut Bettercream 480g;304.0;14
Aplicador de Cílios Kiss Grip I Envy KPA02 1 Unidade;304.0;13
Flutivate 0,5mg/g GSK 15g Creme;304.0;13
Mel Yep To Go Bisnaga 300g;304.0;13
Monuril 5,631g/g Zambon 1 Envelope Granulado 8g;304.0;12
Melleril 50mg Bausch 20 Drágeas;304.0;12
Montelair 4mg Aché 60 Comprimidos Mastigáveis;304.0;14
Travoptic 0,04mg/ml Geolab 2,5ml;304.0;14
Drospirenona 0,03mg + Etinilestradiol 3mg Genérico Nova Química 63 Comprimidos;304.0;14
Faixa de Cabelo Ricca 1 Unidade;304.0;12
Estriol 1mg/g Genérico Biolab 50g Creme Vaginal + Aplicador;304.0;13
Base Líquida Matte Fran by Franciny Ehlke Real Filter E-03 30 g;304.0;13
Benicar Anlo 20mg + 5mg Daiichi Sankyo 30 Comprimidos;304.0;15
Shampoo Pantene Pro-V Miracles Colágeno Hidrata & Resgata 175ml;304.0;12
Suco Del Valle 100% Maçã 1L;304.0;13
Biomarine Medical Hidratante Labial 5g;304.0;15
Donaren 100mg Apsen 30 Comprimidos Revestidos;304.0;13
Nusira 25mg + 25mg Zodiac 20 Comprimidos;304.0;13
Elástico para Cabelo Ever You Transparente 70 Unidades;304.0;12
Máscara Facial de Coco - Coconut Mask  35ml Océane;304.0;14
Esponja Splum Para Banho Fragrance Santa Maria;304.0;13
Escova Interdental Oral-B Expert Mini 10 Unidades;304.0;12
Elástico para Cabelo Ever You Marrom Fio de Meia 8 Unidades;304.0;12
Suplemento Alimentar Nutren Protein Coco 260ml;304.0;13
Kit 5 Unid.Chocolate Ao Leite Zero Adição De Açúcares 22G;304.0;14
Perola 75mcg Supera 84 Comprimidos;304.0;13
Palexis LP 50mg Grunenthal 30 Comprimidos;304.0;12
Sabonete Liquido de Glicerina Baby Dove Hora de Dormir 400ml;304.0;12
Carga De Aparelho Para Barbear Gillette Mach3 Carbono 8 Unidades;304.0;13
Pyverm 10mg/ml Cifarma 40ml;304.0;13
Lasix 40mg Sanofi 20 Comprimidos;304.0;13
Patanol S 2,22 mg/ml Novartis 2,5ml Solução Oftalmológica;304.0;12
Pasta de Dente Elmex Sensitive Professional Dentes Sensíveis 110g;304.0;13
Colírio Glaucotrat 6,8mg/ml União Química 5ml;304.0;12
Páprica Defumada 20g -  Bombay;304.0;13
Insulina Humalog MIX 50 Kwikpen 100UI/ml Eli Lilly 3ml 1 Caneta Descartável;304.0;13
Pomada para Prevenção de Assaduras Dermodex Prevent 30g;304.0;13
Concor 1,25mg Merck 30 Comprimidos Revestidos;304.0;12
Cloridrato de Venlafaxina 150mg Genérico Cellera Farma 30 Cápsulas;304.0;12
Protetor Labial Cube Morango e Baunilha 20% Off;304.0;13
Protetor Labial Cube Morango e Sheer 20% Off;304.0;13
Creme Depilatório Depimiel Men Partes Íntimas 48g;304.0;14
Acetato De Hidrocortisona 10mg/g Genérico Teuto 15g Creme Dermatológico;304.0;13
Adoçante Zero-Cal Sucralose 50 Sachês;304.0;14
Granola Super 800g - Alquimya;304.0;12
Óleo Removedor Pós Depilatório Ever You Algodão Hidratante 140ml;303.0;12
Adoçante Líquido Adocyl Sucralose 80ml;303.0;12
Kit Lenço Umedecido MamyPoko Dia & Noite 4 Pacotes com 50 Unidades;303.0;14
Cloridrato de Ciprofloxacino 500mg Genérico Pharlab 14 Comprimidos Revestidos;303.0;13
Pincel Para Sombra - Light Me Up Ocn7 Océane;303.0;12
Kit Miss Frandy - Cílios Postiços com 3 Pares e uma Pinça;303.0;14
Mix Frutas Secas Pacote com 200g - Brasil Frutt;303.0;13
Wafer mais com recheio sabor beijinho e cobertura de chocolate branco com 102g - Hershey's;303.0;12
Fralda Ever Baby XG 36 Unidades;303.0;12
Kit Pasta de Dente Sensodyne Rápido Alívio Dentes Sensíveis 3 Unidades de 50g;303.0;14
Flutivate 0,5mg GSK 30g;303.0;12
Tônico Capilar Vita Derm Antiqueda 140ml;303.0;12
Trezor 10mg Aché 30 Comprimidos;303.0;12
Minoxidil com fator de crescimento 60g;303.0;13
Massageador Para Pernas Multi Esferas Ortho Pauher Massageador Para Pernas Multi Esferas Ortho Pauher;303.0;12
Máscara Térmica de Gel p/ Olhos Aberta Termogel;303.0;13
Máscara Para Cílios Vult Extreme Iconic Multibenefícios Preto 10g;303.0;13
Diclofenaco Sódico 100mg Genérico Mepha 10 comprimidos;303.0;13
Brinco Antialérgico Studex Classic Bezel Verde Claro Médio;303.0;14
Oxalato de Escitalopram 20mg/ml Genérico Geolab 15ml Gotas;303.0;12
Dolamin Flex 125mg + 5mg Farmoquímica 15 Comprimidos;303.0;14
Biomarine Up Cílios Serum para Crescimento de Cílios e Sobrancelhas;303.0;13
Shampoo Pantene Bambu 400ml;303.0;12
Brinco Antialérgico Studex Classic Estrela Cristal Médio Dourado;303.0;12
Brinco Antialérgico Studex Classic Tiffany Cristal Médio;303.0;13
Indapen Sr 1,5mg Torrent 60 Comprimidos;303.0;13
Candicort 20mg/g + 0,64mg/g Aché 30g Creme Dermatológico;303.0;13
Caixa de Bombom Lacta Favoritos 250,6g;303.0;13
